Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Tipo,Puntaje,Puntaje_v3
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 11, 2024 · 9:00 PM UTC",bomberos nl estación atiende reporte de incendio en terreno baldío y tiradero de basura en la colonia barrio la industria zona norte de monterrey nl,5,0,0,0,https://twitter.com/saz2000/status/1822739900698861609#m,,['https://video.twimg.com/ext_tw_video/1822739887000317952/pu/pl/ExY9Rf7X-oJ5vqh6.m3u8?tag=12'],,eléctrico,-1.5051274299621582,-1.6331348549574614
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 11, 2024 · 8:49 PM UTC",buenas tardes bomberos nl estaciones y central en coordinación con prot civil mty y prot civil nuevo león atendemos reporte de incendio en carpintería colonia la república monterrey nl,8,2,0,0,https://twitter.com/saz2000/status/1822737029488157009#m,['https://pbs.twimg.com/media/GUupplMXwAApFNO.jpg'],,,eléctrico,0.2376237288117408,-1.637374248355627
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 11, 2024 · 2:15 PM UTC",buenos días personal de la estación n de bomberos nl atendieron reporte de incendio en vehículo colonia lázaro cárdenas escobedo nl,7,0,0,0,https://twitter.com/saz2000/status/1822637873956315610#m,['https://pbs.twimg.com/media/GUtPeZRXIAA2ICG.jpg'],,,eléctrico,-1.1960414052009585,-1.6593735702335835
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 10, 2024 · 8:57 PM UTC",buenas tardes bomberos nl estación n atiende reporte de accidente vial volcadura en la carretera a laredo y libramiento apodaca nl,5,0,0,0,https://twitter.com/saz2000/status/1822376842772554045#m,['https://pbs.twimg.com/media/GUpiFCRWcAEvJfE.jpg'],,,eléctrico,-1.117150068283081,-1.3271734565496445
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 10, 2024 · 6:08 PM UTC",buenas tardes bomberos nl estación y central atendieron reporte de incendio en camión de ruta urbana tratándose únicamente de un sobrecalentamiento de la unidad en la av ruiz cortines y edison monterrey nl,5,0,0,0,https://twitter.com/saz2000/status/1822334232733036825#m,['https://pbs.twimg.com/media/GUo7UwqWYAEPebJ.jpg'],,,eléctrico,-1.078168634325266,-1.6306776218116283
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 10, 2024 · 2:25 PM UTC",buenos días hoy por la madrugada elementos de bomberos nl asignados a la estación atendieron reporte de incendio en vehículo colonia central monterrey nl,13,1,0,0,https://twitter.com/saz2000/status/1822278078057287693#m,,['https://video.twimg.com/ext_tw_video/1822278053411639296/pu/pl/Qb9MJINYGTuz0BkJ.m3u8?tag=12'],,eléctrico,-1.0682160779833794,-1.6435715146362782
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 8, 2024 · 1:20 AM UTC",buenas tardes bomberos nl estación n atiende reporte de incendio en lote baldío tiradero de llantas colonia los lirios apodaca y la estación n atiende reporte de incendio en vehículo av madero y gonzalitos monterrey nl mex bomberos bomberosnl prevención,9,1,0,0,https://twitter.com/saz2000/status/1821355762830151786#m,"['https://pbs.twimg.com/media/GUbBaNQaEAAOLyl.jpg', 'https://pbs.twimg.com/media/GUbBaNQacAAO2Xq.jpg']",,,eléctrico,-1.2592715881764889,-1.6489021703600883
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 7, 2024 · 11:30 PM UTC",buenas tardes bomberos nl estación y en coordinación con protección civil san pedro y prot civil sta catarina atendemos reporte de incendio en camión de valores blvd díaz ordaz la fama santacatarina nl,11,2,0,0,https://twitter.com/saz2000/status/1821327991873647056#m,['https://pbs.twimg.com/media/GUaoJ4VbgAAPIqe.jpg'],,,eléctrico,0.4306099787354469,-1.6345150750130415
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 7, 2024 · 9:40 AM UTC",buenos días bomberos nl estación y central maquinas y en coordinación con prot civil mty atendemos reporte de incendio en bodega ubicada en la colonia moderna monterrey nl mexico incendio prevencion,18,2,0,1,https://twitter.com/saz2000/status/1821119114410131606#m,"['https://pbs.twimg.com/media/GUXqLaZXoAA_lgA.jpg', 'https://pbs.twimg.com/media/GUXqLaYW8AAII-G.jpg']",,,eléctrico,-0.34136763215065,-1.6311005894094706
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 6, 2024 · 5:17 AM UTC",bomberos nl estaciones y central en coordinación con prot civil mty y prot civil nl atendemos reporte de incendio en bodega colonia cantu monterrey incendio,11,0,0,0,https://twitter.com/saz2000/status/1820690588942950461#m,,['https://video.twimg.com/ext_tw_video/1820690575101657090/pu/pl/KY9lkUkZjiUEV9Bw.m3u8?tag=12'],,eléctrico,-1.209510661661625,-1.6343514155596495
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 6, 2024 · 5:12 AM UTC",hoy por la tarde incendio en empresa hengli de méxico en santa catarina nl trabajando bomberos nl estaciones en coordinación con pcnuevoleonpcstacatarina pcgarciapcmty bomberos hg bomberos trayecto bomberos nemak ayd,17,1,0,0,https://twitter.com/saz2000/status/1820689384028393656#m,,['https://video.twimg.com/ext_tw_video/1820689299911675904/pu/pl/gNx7VC_bbQDq_8yG.m3u8?tag=12'],,eléctrico,-1.3525010906159878,-1.6292198412120342
@revistacodigo21,Jesús Rubén Peña,"Sep 4, 2024 · 11:35 PM UTC",lluvias colapsan techo de cristal en plaza comercial áurica en sector real san agustín san pedro nuevo león autoridades reportan al menos personas heridas que recibieron auxilio y fueron hospitalizadas spgg,65,20,1,1,https://twitter.com/revistacodigo21/status/1831476242912309734#m,"['https://pbs.twimg.com/media/GWq16BFa8Ac9X5u.jpg', 'https://pbs.twimg.com/media/GWq16R5XoAAa5Vx.jpg']",,,lluvia,-1.600977006368339,-1.4442487135529518
@revistacodigo21,Jesús Rubén Peña,"Sep 4, 2024 · 5:57 PM UTC",un hombre fue hallado muerto en el arroyo el sabinal cercano a carretera huinaládulces nombres en pesquería nuevo león habría sido arrastrado por corriente pluvial tras fuertes lluvias de anoche y se pronostican más precipitaciones precaución,17,4,0,0,https://twitter.com/revistacodigo21/status/1831391200194035994#m,"['https://pbs.twimg.com/media/GWpoZyvWsAAZ0Ah.jpg', 'https://pbs.twimg.com/media/GWpoZzzWMAAiW3o.jpg']",,,lluvia,-1.153476521372795,-1.399223169311881
@revistacodigo21,Jesús Rubén Peña,"Sep 4, 2024 · 5:58 AM UTC",imagen de radar de meteorología nuevo león indica que áreas de tormentas se extienden en metrópoli de monterrey norte y noreste del estado,20,5,2,0,https://twitter.com/revistacodigo21/status/1831210324088795488#m,['https://pbs.twimg.com/media/GWnEFbTXsAAUqgd.jpg'],,,no se relaciona,-0.2992997914552688,-1.269505325704813
@revistacodigo21,Jesús Rubén Peña,"Sep 4, 2024 · 4:20 AM UTC",vuelve a registrarse muy fuerte lluvia en san nicolás zona oriente guadalupe norte apodaca corredor miguel alemán precaución al conducir viajar en unidades de transporte o vía pública suelo está saturado de humedad podrían volver a registrarse inundaciones en zm monterrey,46,14,5,0,https://twitter.com/revistacodigo21/status/1831185512800965031#m,,,,inundación,-1.3967281049117446,-1.3796158023178577
@revistacodigo21,Jesús Rubén Peña,"Sep 1, 2024 · 10:16 PM UTC",caos vial por cierre de av fidel velázquez límites monterrey con san nicolás fuertes lluvias de últimas horas desbordan arroyo topo chico también otras vialidades resultaron afectadas en mty san nicolás guadalupe pcnl,410,78,7,2,https://twitter.com/revistacodigo21/status/1830369224302153799#m,,['https://video.twimg.com/ext_tw_video/1830369185454510081/pu/pl/cFYUHFuqHThs51T0.m3u8?tag=12'],,inundación,-1.5700514009222388,-1.500534724444151
@rey83la,Reynaldo,"Sep 5, 2024 · 12:56 PM UTC",deja tu la lluvia la cantidad de baches que ya no se alcanzan a ver con los charcos,5,1,1,0,https://twitter.com/rey83la/status/1831677701805281457#m,,,,lluvia,-1.0058947764337065,-1.3007793992757797
@gamavisionmx,Gamavisión Noticias,"Sep 4, 2024 · 10:40 PM UTC",último minuto se colapasa techo en el centro comercial aurigasanpedro debido a las fuertes lluvias se reportan heridos y la autoridades de protección civil de sanpedroggnl estan desalojando la plaza,1993,309,40,40,https://twitter.com/gamavisionmx/status/1831462270326731013#m,,['https://video.twimg.com/ext_tw_video/1831462210679312384/pu/pl/fhwMDJ4u65XvSH3i.m3u8?tag=12'],,lluvia,-1.7763008628971877,-1.475480917841196
@MopedJavi,mopedjavi,"Sep 4, 2024 · 9:33 PM UTC",accidente en av los leones y cumbres del sol rumbo a las lomas carril izquierdo bloqueado al subir la loma carril derecho bloqueado al pasar la loma mtyleones cumbresreporta senoradecumbres cumbres,1,3,0,0,https://twitter.com/MopedJavi/status/1831445560819380397#m,['https://pbs.twimg.com/media/GWqUgqzW8AAmogd.jpg'],,,no se relaciona,-1.649469280615449,-1.3117671497166157
@JudithMedrano,Judith Medrano,"Sep 4, 2024 · 2:51 PM UTC",reconocen alguna de estas placas con la lluvia fueron recogidas por pcmty pueden pasar por ellas a gustavo m garcía y av morones prieto col buenos aires solo necesitarás presentar la tarjeta de circulación e identificación oficial mtyfollow asiesmonterrey cicmty,11,17,1,0,https://twitter.com/JudithMedrano/status/1831344269962998155#m,['https://pbs.twimg.com/media/GWo9RhsbsAAcAO4.jpg'],,,lluvia,-1.1661565080285072,-1.3527346104383469
@nelvaldez,Nelson Valdez,"Sep 4, 2024 · 12:48 PM UTC",atentos nuevamente por la tarde y noche de hoy es alta la probabilidad de lluvia y tormentas en monterrey y zona metropolitana y vigente también la condición que localmente se den episodios fuertes o muy fuertes sigue vigente el riesgo de inundaciones repentinas,580,70,9,1,https://twitter.com/nelvaldez/status/1831313452914368885#m,['https://pbs.twimg.com/media/GWoh1_BagAANBWD.png'],,,inundación,0.9771096147596836,-1.3283833730965853
@Informativo3651,Informativo365,"Sep 3, 2024 · 3:06 AM UTC",lluvias en nuevoleon deja varias zonas inundadas juarez y guadalupe los más afectados imágenes de un camión urbano que transitaba por una de las avenidas del municipio de juareznl,38,6,2,2,https://twitter.com/Informativo3651/status/1830804546018291941#m,,['https://video.twimg.com/ext_tw_video/1830804529710768131/pu/pl/PmT_drUWCPeVhvDC.m3u8?tag=12'],,inundación,-1.4449976738542318,-1.2801013141870499
@gamavisionmx,Gamavisión Noticias,"Sep 2, 2024 · 12:57 AM UTC",vehículo cae dentro de una zanja en guadalupe debido a las lluvias de este fin de semana un vehículo cayó dentro de una zanja que presuntamente dejó abierta servicios de agua y drenaje de monterrey para una obra que iniciaron en mayo pasado en la calle arroyo colonia talaverna en guadalupe nuevo león gamavisiónmx local guadalupe,18,10,1,2,https://twitter.com/gamavisionmx/status/1830409687054926288#m,,['https://video.twimg.com/ext_tw_video/1830407196514938880/pu/pl/GzIthbERbkZmh_UZ.m3u8?tag=12'],,lluvia,-1.519584983587265,-1.373528491705656
@jibranezsau,Jibran Zuñiga,"Sep 1, 2024 · 9:01 PM UTC",como baja el agua en estos momentos del cerro de las mitras por el lado de cumbres abimaelsalas,242,46,2,1,https://twitter.com/jibranezsau/status/1830350414446817763#m,['https://pbs.twimg.com/media/GWa1988W0AApI1N.jpg'],,,inundación,-0.5360660329461098,-1.0051554441452026
@IndiraKempis,Indira Kempis de I.,"Sep 4, 2024 · 4:15 PM UTC",buscando el voto del senadomexicano que falta para reformajudicial se los dije aguas con los naranjas,16,11,0,0,https://twitter.com/IndiraKempis/status/1831365396471148893#m,,,,no se relaciona,-0.6103673726320267,-1.0684911757707596
@911SanPedro,Rescate 911 San Pedro,"Sep 4, 2024 · 9:26 PM UTC",en estos momentos tenemos lluvia moderada a intensa en distintas zonas del municipio precaución al conducir estamos al pendiente de sus reportes c san pedro emergencias nl spgg pcsp,6,4,0,0,https://twitter.com/911SanPedro/status/1831443716122538319#m,['https://pbs.twimg.com/media/GWqYWrfXkAAXhzJ.jpg'],,,lluvia,-0.5444249138236046,-1.4163351226598024
@911SanPedro,Rescate 911 San Pedro,"Sep 4, 2024 · 2:35 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio en un poste de madera sobre la calle río sena y río támesis spgg pcsp,8,3,0,0,https://twitter.com/911SanPedro/status/1831340344522453105#m,['https://pbs.twimg.com/media/GWo6ViQWUAA55EE.jpg'],,,eléctrico,0.0283470004796981,-1.65111593157053
@911SanPedro,Rescate 911 San Pedro,"Sep 4, 2024 · 2:13 PM UTC",precaución sobre la calle plutarco elías calles y laredo se realiza cierre vial debido una alcantarilla abierta y material que quedó sobre la vialidad debido a las lluvias spgg pcsp,17,8,0,1,https://twitter.com/911SanPedro/status/1831334847677136966#m,['https://pbs.twimg.com/media/GWo1VsTW0AAbyC1.jpg'],,,lluvia,-1.0933917127549648,-1.3831639550626278
@911SanPedro,Rescate 911 San Pedro,"Sep 3, 2024 · 9:52 PM UTC",precaución sobre la av josé vasconcelos pteote y guillermo prieto unidades atienden el reporte de un accidente vial con personas lesionadas spgg pcsp,1,1,0,0,https://twitter.com/911SanPedro/status/1831087988530680294#m,"['https://pbs.twimg.com/media/GWlU0lfWYAA9scx.jpg', 'https://pbs.twimg.com/media/GWlU0m5W8AA2qLR.jpg']",,,no se relaciona,-1.104216616600752,-1.3563962131738663
@911SanPedro,Rescate 911 San Pedro,"Sep 2, 2024 · 8:42 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio al interior de un domicilio sobre la calle sendero blanco y palo blanco en el lugar no hay personas lesionadas solo daños materiales spgg pcsp,9,6,0,0,https://twitter.com/911SanPedro/status/1830707964421775870#m,"['https://pbs.twimg.com/media/GWf7MJTWkAAuFWV.jpg', 'https://pbs.twimg.com/media/GWf7MJlWEAA_E4R.jpg', 'https://pbs.twimg.com/media/GWf7MU-XAAMhcBg.jpg']",,,eléctrico,-0.8845840245485306,-1.5657735019922256
@911SanPedro,Rescate 911 San Pedro,"Sep 2, 2024 · 2:40 AM UTC",precaución sobre la av alfonso reyes otepte y av lomas del valle unidades atienden el reporte de un accidente vial con personas lesionadas spgg pcsp,7,1,0,0,https://twitter.com/911SanPedro/status/1830435721737293990#m,['https://pbs.twimg.com/media/GWcDkhHWMAAjo80.jpg'],,,no se relaciona,-1.1119119189679625,-1.3400368839502335
@911SanPedro,Rescate 911 San Pedro,"Sep 1, 2024 · 7:17 PM UTC",en estos momentos inicia lluvia fuerte a moderada en distintas zonas del municipio al conducir recuerda utilizar el cinturón de seguridad encender luces principales y respetar límites de velocidad spgg pcsp,14,4,0,0,https://twitter.com/911SanPedro/status/1830324053019918822#m,,,,lluvia,0.4828251451253891,-1.3864938244223595
@911SanPedro,Rescate 911 San Pedro,"Aug 31, 2024 · 7:56 PM UTC",inicia lluvia moderada en varias zonas del municipio recuerda extremar precauciones al conducir spgg pcsp,5,4,0,0,https://twitter.com/911SanPedro/status/1829971468660457770#m,,,,lluvia,-0.8765528835356236,-1.3974779918789864
@911SanPedro,Rescate 911 San Pedro,"Aug 30, 2024 · 1:25 PM UTC",precaución sobre la av roberto garza sada y camilo flammarion unidades atienden el reporte de un accidente vial con personas lesionadas spgg pcsp,7,3,0,0,https://twitter.com/911SanPedro/status/1829510693596680438#m,,,,no se relaciona,-1.0665570050477982,-1.3582993745803833
@911SanPedro,Rescate 911 San Pedro,"Aug 30, 2024 · 3:03 AM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio de un vehículo sobre la calle de septiembre y plutarco elias calles spgg pcsp,13,4,0,0,https://twitter.com/911SanPedro/status/1829354293637353734#m,['https://pbs.twimg.com/media/GWMsCS-XEAAVtxd.jpg'],,,eléctrico,0.1963304728269577,-1.6484431102871895
@911SanPedro,Rescate 911 San Pedro,"Aug 29, 2024 · 3:37 AM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio de una motocicleta sobre la calle jazmín y jacaranda spgg pcsp,7,2,0,0,https://twitter.com/911SanPedro/status/1829000409513357358#m,"['https://pbs.twimg.com/media/GWHqLO-W8AAkckG.jpg', 'https://pbs.twimg.com/media/GWHqLiiXwAAfIRF.jpg']",,,eléctrico,0.3404043987393379,-1.6379374843090773
@911SanPedro,Rescate 911 San Pedro,"Aug 27, 2024 · 10:41 PM UTC",tenemos lluvia moderada en distintas zonas del municipio al manejar recuerda respetar el límite de velocidad utilizar el cinturón de seguridad encender las luces principales no cruzar corrientes de agua emergencias san pedro spgg pcsp,4,1,1,0,https://twitter.com/911SanPedro/status/1828563523619746091#m,,,,lluvia,-0.0201355367898941,-1.4032421242445707
@911SanPedro,Rescate 911 San Pedro,"Aug 23, 2024 · 6:23 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio de un camión de pasajeros sobre la av lázaro cárdenas y pedro ramirez vázquez en el lugar no hay personas lesionadas spgg pcsp,25,7,0,1,https://twitter.com/911SanPedro/status/1827049031631302841#m,"['https://pbs.twimg.com/media/GVr7aJZWIAAukZM.jpg', 'https://pbs.twimg.com/media/GVr7aY2WoAAXYmP.jpg']",,,eléctrico,-0.0840004831552505,-1.7105549350380898
@911SanPedro,Rescate 911 San Pedro,"Aug 21, 2024 · 8:29 PM UTC",nos encontramos atendiendo el reporte de un accidente vial en el cual participa un camión de carga y el tren sobre blvd diaz ordaz otepte y calle oro tráfico presente en el lugar spgg pcsp,7,6,0,0,https://twitter.com/911SanPedro/status/1826356019079131563#m,['https://pbs.twimg.com/media/GViFHwlXEAABxFe.jpg'],,,no se relaciona,-0.836973026394844,-1.253638207912445
@911SanPedro,Rescate 911 San Pedro,"Aug 18, 2024 · 7:56 AM UTC",nos encontramos atendiendo el reporte de un accidente vial tipo volcadura sobre calzada san pedro y fuentes del valle spgg pcsp,27,4,1,0,https://twitter.com/911SanPedro/status/1825079278230180283#m,['https://pbs.twimg.com/media/GVP77oybEAAa0fq.jpg'],,,no se relaciona,0.3780909329652786,-1.3270610719919205
@911SanPedro,Rescate 911 San Pedro,"Aug 14, 2024 · 8:56 PM UTC",nos encontramos atendiendo el reporte de un accidente vial con personas lesionadas sobre la av lázaro cárdenas otepte y av gómez morin tráfico presente en la zona spgg pcsp,8,2,0,0,https://twitter.com/911SanPedro/status/1823826006626721961#m,['https://pbs.twimg.com/media/GU-IFo_WsAAa3FB.jpg'],,,no se relaciona,-0.0788602232933044,-1.3073638547211885
@911SanPedro,Rescate 911 San Pedro,"Aug 11, 2024 · 4:04 AM UTC",nos encontramos atendiendo el reporte de un incendio en la parte alta del cerro de la loma larga cerca de la colonia vista real spgg pcsp,22,7,0,0,https://twitter.com/911SanPedro/status/1822484106158207138#m,['https://pbs.twimg.com/media/GUrDooTbYAAx6SB.jpg'],,,eléctrico,0.3295780122280121,-1.6369717437773943
@911SanPedro,Rescate 911 San Pedro,"Aug 9, 2024 · 2:09 AM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio de vehículo dentro del estacionamiento de un restaurante sobre calzada del valle y río de la plata spgg pcsp,11,0,0,1,https://twitter.com/911SanPedro/status/1821730475846865074#m,,['https://video.twimg.com/ext_tw_video/1821730462395723778/pu/pl/PoeyPDMS8ixEsmJk.m3u8?tag=12'],,eléctrico,-0.0845479518175125,-1.646077273413539
@911SanPedro,Rescate 911 San Pedro,"Aug 8, 2024 · 4:06 PM UTC",nos encontramos atendiendo el reporte de un conato de incendio de vehículo sobre la calle cobalto y sodio en el lugar se encuentra personal laborando spgg pcsp,7,2,0,0,https://twitter.com/911SanPedro/status/1821578643824619953#m,['https://pbs.twimg.com/media/GUeMH7AX0AATGcr.jpg'],,,eléctrico,0.0974593460559845,-1.637262836098671
@911SanPedro,Rescate 911 San Pedro,"Aug 7, 2024 · 10:57 PM UTC",en el lugar se controla el incendio en la parte del motor de un vehículo de traslado de valores tráfico presente en la zona spgg pcsp,9,2,0,0,https://twitter.com/911SanPedro/status/1821319797562658932#m,"['https://pbs.twimg.com/media/GUagtDaW4AAyp6H.jpg', 'https://pbs.twimg.com/media/GUagtDpXMAADTAw.jpg']",,,eléctrico,-0.2774174660444259,-1.3876709789037704
@911SanPedro,Rescate 911 San Pedro,"Aug 7, 2024 · 10:47 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio de vehículo sobre blvd diaz ordaz otepte y calle de noviembre spgg pcsp,17,4,0,1,https://twitter.com/911SanPedro/status/1821317201783353629#m,,['https://video.twimg.com/ext_tw_video/1821317193184714753/pu/pl/s3KAEtAXfwQLeQGF.m3u8?tag=12'],,eléctrico,-0.1590097993612289,-1.6422539185732603
@911SanPedro,Rescate 911 San Pedro,"Jul 27, 2024 · 10:20 PM UTC",precaución sobre blvd diaz ordaz y av corregidora unidades atienden el reporte de un accidente vial con personas lesionadas y en el cual participa el tren spgg pcsp,19,6,0,1,https://twitter.com/911SanPedro/status/1817324225029366022#m,"['https://pbs.twimg.com/media/GThuv_4W0AAU52b.jpg', 'https://pbs.twimg.com/media/GThuwAoXcAAgmAJ.jpg']",,,no se relaciona,-1.0217239446938038,-1.3313317522406578
@911SanPedro,Rescate 911 San Pedro,"Jul 27, 2024 · 5:18 PM UTC",nos encontramos atendiendo el reporte de un accidente vial sobre la av humberto lobo y río missisippi spgg pcsp,17,4,0,0,https://twitter.com/911SanPedro/status/1817248174521659444#m,['https://pbs.twimg.com/media/GTgplDTWoAAkozJ.jpg'],,,no se relaciona,0.6812830045819283,-1.3198260813951492
@911SanPedro,Rescate 911 San Pedro,"Jul 24, 2024 · 1:42 AM UTC",nos encontramos atendiendo el reporte de un accidente vial tipo atropello sobre la av josé vasconcelos otepte y privada jesús mata spgg pcsp,15,5,0,1,https://twitter.com/911SanPedro/status/1815925438117560436#m,,,,no se relaciona,-0.1881538480520248,-1.5527933537960052
@911SanPedro,Rescate 911 San Pedro,"Jul 22, 2024 · 3:29 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio de vehículo sobre la calle mar mediterráneo y mar norte spgg pcsp,3,0,0,0,https://twitter.com/911SanPedro/status/1815408722807513117#m,"['https://pbs.twimg.com/media/GTGgnF1WIAAZ5Aw.jpg', 'https://pbs.twimg.com/media/GTGgnO6XQAAxaYI.jpg']",,,eléctrico,0.2277578189969062,-1.646976824849844
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jul 20, 2024 · 5:25 PM UTC",hoy por la mañana se atendió reporte de un supuesto incendio en hotel holidayinn de av lázaro cárdenas en valle ote resultando ser una fumigación que alarmó a algunas personas recomendamos dar aviso previo a las autoridades para evitar movilizar equipo injustificadamente,40,14,0,0,https://twitter.com/saz2000/status/1814713272941133900#m,,['https://video.twimg.com/ext_tw_video/1814713258458091520/pu/pl/EPvJlt3SG5Ik7ow9.m3u8?tag=12'],,eléctrico,-1.354114230722189,-1.636013301089406
@911SanPedro,Rescate 911 San Pedro,"Jul 20, 2024 · 6:10 AM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio de vehículo sobre blvd diaz ordaz otepte y av corregidora se realiza cierre de la vialidad spgg pcsp,38,10,0,0,https://twitter.com/911SanPedro/status/1814543294040244632#m,,['https://video.twimg.com/ext_tw_video/1814543267398025216/pu/pl/2HT26iH5qySTDqC-.m3u8?tag=12&v=1cd'],,eléctrico,0.0948335528373718,-1.6447635609656572
@911SanPedro,Rescate 911 San Pedro,"Jul 20, 2024 · 12:12 AM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio al interior de un domicilio sobre la calle paseo del rosario y paseo belinda spgg pcsp,4,1,0,0,https://twitter.com/911SanPedro/status/1814453193020932438#m,,,,eléctrico,-0.4399939775466919,-1.6398043185472488
@911SanPedro,Rescate 911 San Pedro,"Jul 18, 2024 · 8:04 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un accidente vial en el cual un vehículo se impacta con un domicilio y derriba un medidor de gas natural sobre la calle vía servio tulio y fuentes del valle spgg pcsp,9,3,0,0,https://twitter.com/911SanPedro/status/1814028475889541555#m,,['https://video.twimg.com/ext_tw_video/1814028461390098432/pu/pl/JG4eYMxNMSp1cDRO.m3u8?tag=12'],,eléctrico,-0.4311389029026031,-1.350364238023758
@911SanPedro,Rescate 911 San Pedro,"Jul 4, 2024 · 4:58 PM UTC",nos encontramos brindando apoyo en un fuerte accidente vial en el cual participan múltiples vehículos y un trailer cae de la parte alta del puente de la carretera a saltillo a la altura de la huasteca en el lugar se encuentran unidades brindando atención a personas lesionadas,173,30,4,2,https://twitter.com/911SanPedro/status/1808908215851364681#m,"['https://pbs.twimg.com/media/GRqIbQPbMAMym2Z.jpg', 'https://pbs.twimg.com/media/GRqIbpMbMAMlMma.jpg', 'https://pbs.twimg.com/media/GRqIb71bMAEFFEf.jpg']",,,no se relaciona,-0.6065139621496201,-1.3228658512234688
@911SanPedro,Rescate 911 San Pedro,"Jun 30, 2024 · 5:24 PM UTC",precaución sobre la av gómez morín surnte pasando la diana cazadora unidades atienden el reporte de un accidente vial tipo estrellamiento spgg pcsp,18,6,1,0,https://twitter.com/911SanPedro/status/1807465257939406991#m,['https://pbs.twimg.com/media/GRVoElZbsAA6yvm.jpg'],,,no se relaciona,-1.342228602617979,-1.3119863644242287
@911SanPedro,Rescate 911 San Pedro,"Jun 29, 2024 · 8:35 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio en un domicilio sobre río de la plata y támesis spgg pcsp,4,2,0,1,https://twitter.com/911SanPedro/status/1807151012723281951#m,['https://pbs.twimg.com/media/GRRKRPeWoAAvajg.jpg'],,,eléctrico,0.2026757895946502,-1.650126051157713
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jun 28, 2024 · 8:50 PM UTC",buenas tardes bomberos nl estaciones y central en coordinación con sanpedro cruzrojanl atendimos reporte de accidente vial múltiple en la av ricardo margain y roble spgg,35,7,0,0,https://twitter.com/saz2000/status/1806792223650119845#m,['https://pbs.twimg.com/media/GRMD6GybYAAtHy6.jpg'],,,eléctrico,0.1412080079317093,-1.2969070971012115
@911SanPedro,Rescate 911 San Pedro,"Jun 24, 2024 · 10:24 PM UTC",precaución sobre la av gómez morin y sócrates unidades atienden el reporte de un accidente vial tipo estrellamiento en el cual participa un camión de volteo se realiza cierre de ambos sentidos de la av gómez morin debido a cableado de media tensión derribado spgg pcsp,20,6,0,1,https://twitter.com/911SanPedro/status/1805366475554783713#m,['https://pbs.twimg.com/media/GQ3zMzPWsAE7B3D.jpg'],,,no se relaciona,-1.3452413603663445,-1.3014945685863495
@911SanPedro,Rescate 911 San Pedro,"Jun 24, 2024 · 7:29 PM UTC",precaución sobre calzada san pedro y río sena unidades atienden el reporte de un accidente vial con personas lesionadas spgg pcsp,18,5,0,0,https://twitter.com/911SanPedro/status/1805322380165964252#m,['https://pbs.twimg.com/media/GQ3LIzgXgAAsa9G.jpg'],,,no se relaciona,-0.998753011226654,-1.376496821641922
@911SanPedro,Rescate 911 San Pedro,"Jun 22, 2024 · 6:18 PM UTC",precaución sobre la av ricardo margain y río missouri unidades atienden el reporte de un accidente vial tipo atropello tráfico presente en la zona spgg pcsp,8,2,0,0,https://twitter.com/911SanPedro/status/1804579644630503917#m,,,,no se relaciona,-1.1460941303521397,-1.4008159171789885
@911SanPedro,Rescate 911 San Pedro,"Jun 20, 2024 · 4:53 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio al interior de un domicilio sobre la calle callejón de los arizpe y centaya spgg pcsp,18,6,0,0,https://twitter.com/911SanPedro/status/1803833595615678527#m,,,,eléctrico,-0.0779509991407394,-1.653707230463624
@911SanPedro,Rescate 911 San Pedro,"Jun 20, 2024 · 8:57 AM UTC",cierre de vialidad debido a acumulación de agua se cierra vialidad en la av gomez morin sur a nte y el paso a desnivel de la av del roble spgg pcsp,122,41,1,1,https://twitter.com/911SanPedro/status/1803713783941967919#m,['https://pbs.twimg.com/media/GQgUIMxWkAAdjCA.jpg'],,,no se relaciona,-0.8451683297753334,-0.9889844134449959
