Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Tipo,Puntaje,municipio,colonia,calle,locacion,GPE,facilidad,geometría,Puntaje_diferencia_0.05
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 29, 2024 · 12:26 PM UTC",buenos días anoche la estación n de bomberos nl atendió reporte de incendio de una motocicleta en la colonia olinala en spgg,3,0,0,0,https://twitter.com/saz2000/status/1829133546180772106#m,['https://pbs.twimg.com/media/GWJjQ3NbEAACQan.jpg'],,,eléctrico,-1.1430222690105438,San Pedro Garza García,OLINALA,[],[],"['n', 'nl']",[],"POLYGON Z ((-100.38053999992093 25.62346999974085 0, -100.37914999967262 25.623429999694906 0, -100.37844999976755 25.623219999903256 0, -100.3780300001842 25.623159999834286 0, -100.37750999958666 25.623179999857257 0, -100.3770299999344 25.623270000410344 0, -100.37630000044453 25.62334000004114 0, -100.3761299997995 25.62334000004114 0, -100.37581000033111 25.62321000034143 0, -100.37565000014723 25.623179999857257 0, -100.37546000037855 25.623219999903256 0, -100.37520000007981 25.62332000001817 0, -100.37499000028811 25.623369999625936 0, -100.37481999964314 25.623369999625936 0, -100.3746000002896 25.62334000004114 0, -100.37440999962166 25.623250000387372 0, -100.37395999955419 25.62288000041184 0, -100.37384999987745 25.622849999927723 0, -100.37372999973957 25.622840000365898 0, -100.37358999957866 25.622889999973665 0, -100.37249999967509 25.623540000270964 0, -100.37224000027567 25.62360999990176 0, -100.37206999963064 25.62360999990176 0, -100.3719199999079 25.623560000293935 0, -100.37169000009328 25.623389999648907 0, -100.37041000042103 25.622089999953687 0, -100.37015799959187 25.621221000349067 0, -100.36890000003484 25.620340000190993 0, -100.36559999983996 25.617280000271933 0, -100.36578999960864 25.615259999749355 0, -100.36608999995337 25.608769999935703 0, -100.37425599971448 25.61246000012909 0, -100.38091800026535 25.616777999605176 0, -100.38135000040205 25.6198999996854 0, -100.38152999970958 25.621000000050117 0, -100.38154400035518 25.62124899984161 0, -100.38148300024011 25.62203099993087 0, -100.38136700028667 25.62261199974415 0, -100.38114800007997 25.62292599983516 0, -100.38072000012778 25.62309000020349 0, -100.38084999982749 25.623219999903256 0, -100.38082999980452 25.623329999579994 0, -100.38072000012778 25.62342000013308 0, -100.38053999992093 25.62346999974085 0))",-1.2874063216149807
@sergioramloz,Sergio Ramirez Lopez,"Aug 28, 2024 · 3:48 PM UTC",comenzó la expo fire safety como siempre con una agenda innovadora que reúne a destacados exponentes y expositores de nivel nacional e internacional en esta edición el enfoque se centra en las nuevas tecnologías y las soluciones que estas ofrecen así como en la visión de la electromovilidad y las ciudades inteligentes en el marco de la inauguración y con motivo del día nacional del bombero tuve el honor de recibir un reconocimiento en nombre de los bomberos de guadalajara y zapopan este reconocimiento reitera nuestro compromiso por seguir preparándonos día con día bajo la premisa unidos por un méxico sin víctimas de fuego continuaremos trabajando arduamente en la prevención de incendios y en la protección de nuestras comunidades amracimx,20,6,1,0,https://twitter.com/sergioramloz/status/1828822046014394570#m,"['https://pbs.twimg.com/media/GWFH9LyW8AEbEkV.jpg', 'https://pbs.twimg.com/media/GWFH9L8WMAAhd0E.jpg', 'https://pbs.twimg.com/media/GWFH9LuXIAE6N4T.jpg', 'https://pbs.twimg.com/media/GWFH9LuXIAA6CVm.jpg']",,,eléctrico,1.571735638193786,,[],,[],[],[],,-1.6191726550459862
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 27, 2024 · 4:46 PM UTC",av venustiano carranza e hidalgo en monterrey atendiendo accidente vial múltiple personal de bomberos nl pcm pcnl crm crum trabajando en el lugar,50,7,1,0,https://twitter.com/saz2000/status/1828474087930232935#m,['https://pbs.twimg.com/media/GWALfUaXsAAnXqx.jpg'],,,no se relaciona,0.1576230823993683,Monterrey,[],Avenida Venustiano Carranza,[],['nl'],[],,-1.278144184499979
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 27, 2024 · 11:15 AM UTC",buenos días hoy por la madrugada bomberos nl atendió reporte de incendio en bodega en al parque industrial en el municipio de santa catarina nl bomberos bomberosnl,20,2,0,0,https://twitter.com/saz2000/status/1828390881478509042#m,,['https://video.twimg.com/ext_tw_video/1828390845252296704/pu/pl/IlhHgikDfs2YtLM3.m3u8?tag=12'],,eléctrico,-1.0280150175094604,[],[],[],['parque industrial en el municipio de santa catarina'],"['nl', 'nl']",[],,-1.2747782580554485
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 21, 2024 · 3:32 AM UTC",buenas noches hoy por la tarde bomberos nl estaciones y central máquinas d atendimos reporte de incendio en empresabodega con producto de cartón pacas así como materia prima para la elaboración de productos desechables en el mpio de sta catarina,10,1,1,0,https://twitter.com/saz2000/status/1826100043431952574#m,,['https://video.twimg.com/ext_tw_video/1826099971466182656/pu/pl/HIeBGzbNbSdZ_7NV.m3u8?tag=12'],,eléctrico,-0.4575771540403366,[],[],[],[],['nl'],[],,-1.6334310378879309
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 20, 2024 · 6:52 PM UTC",bomberos nl estación n atiende reporte de incendio en vivienda colonia nuevo amanecer apodaca nl,4,0,0,0,https://twitter.com/saz2000/status/1825969171320246279#m,['https://pbs.twimg.com/media/GVclSJSaMAgoFUY.jpg'],,,eléctrico,-1.38519087433815,Apodaca,,[],[],"['nl', 'nl']",[],,-1.6330605018883944
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 20, 2024 · 1:02 PM UTC",buenos días bomberos nl estaciones y atendemos reporte de incendio en tarimera en carretera a saltillo entronque con carretera a garcía santacatarina nl trabajando en coordinación con stacatarinagob,18,1,0,0,https://twitter.com/saz2000/status/1825881110934597891#m,,['https://video.twimg.com/ext_tw_video/1825881080735428608/pu/pl/B7Bmxtc0Xn3zWT_1.m3u8?tag=12'],,eléctrico,-0.658637635409832,[],[],[],[],['nl'],['carretera a'],,-1.2769679017364979
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 18, 2024 · 11:21 PM UTC",bomberos nl estación n atiende reporte de accidente vial en la carrerera a laredo y av concordia escobedo nl,6,0,0,0,https://twitter.com/saz2000/status/1825312060982362206#m,['https://pbs.twimg.com/media/GVTPpQXWwAAZCXG.jpg'],,,eléctrico,-1.5100864712148905,[],,,[],"['nl', 'nl']",[],,-1.3200548514723778
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 18, 2024 · 9:07 PM UTC",bomberos nl estación n atiende reporte de incendio en vivienda en la colonia san miguel residencial escobedo nl no se reportan personas lesionadas,20,6,0,1,https://twitter.com/saz2000/status/1825278435855413250#m,,['https://video.twimg.com/ext_tw_video/1825278422660050944/pu/pl/xL3LCZs1vkpX1KX5.m3u8?tag=12'],,eléctrico,-1.608860582113266,[],SAN MIGUEL,[],[],"['nl', 'nl']",[],"POLYGON Z ((-100.17241000042105 25.71110000016506 0, -100.17280999998138 25.711240000325915 0, -100.17303000023418 25.71130999995671 0, -100.17365999960913 25.711370000025624 0, -100.1732600000488 25.71295000004261 0, -100.17313999991092 25.71368000043185 0, -100.17408999965363 25.71383000015453 0, -100.1743699999754 25.714280000222004 0, -100.17445000006728 25.71436999987577 0, -100.17482000004281 25.714830000404334 0, -100.17488999967361 25.71510999982678 0, -100.17480999958167 25.715559999894253 0, -100.17484999962761 25.716020000422873 0, -100.17414000016072 25.71633999989126 0, -100.17393000036907 25.71582000019299 0, -100.17361999956319 25.7155700003554 0, -100.17090999959663 25.7149200000581 0, -100.16997000031512 25.714699999805305 0, -100.16917000029514 25.71449999957548 0, -100.16874000025064 25.714389999898742 0, -100.16874000025064 25.71613000009961 0, -100.16817999960716 25.716139999661436 0, -100.16813999956116 25.71609000005361 0, -100.16812000043751 25.714260000199033 0, -100.16696999956565 25.714180000107092 0, -100.16615000042202 25.714109999576976 0, -100.16591999970808 25.71410000001515 0, -100.16583999961614 25.713770000085617 0, -100.16605999986893 25.713580000316938 0, -100.16611000037608 25.71340999967191 0, -100.16620000002985 25.713130000249464 0, -100.16620000002985 25.71290999999667 0, -100.16615999998385 25.712629999674903 0, -100.16605999986893 25.71239999986028 0, -100.16597000021517 25.712120000437835 0, -100.1659500001922 25.711399999610478 0, -100.1660799998919 25.710739999751354 0, -100.1664099998215 25.71063999963644 0, -100.16663999963612 25.710469999890734 0, -100.1667300001892 25.710320000168053 0, -100.16687999991194 25.710260000099083 0, -100.16702999963462 25.710380000236967 0, -100.16708999970359 25.710469999890734 0, -100.16720999984148 25.71048000035188 0, -100.16730999995639 25.710440000305937 0, -100.16753999977101 25.710300000145082 0, -100.16773000043901 25.710110000376403 0, -100.16810000041454 25.709569999755843 0, -100.16815999958419 25.708740000151067 0, -100.16843000034407 25.708270000060622 0, -100.16888000041155 25.708049999807827 0, -100.16921000034108 25.708140000360913 0, -100.16946999974056 25.708350000152564 0, -100.16960000033959 25.708530000359417 0, -100.1697700000853 25.70870000010507 0, -100.17012999959968 25.708809999781806 0, -100.17036999987545 25.70898999998866 0, -100.17071000026613 25.708940000380892 0, -100.1709400000808 25.70898999998866 0, -100.17108000024166 25.708940000380892 0, -100.17139999971005 25.708660000059126 0, -100.1718000001697 25.708490000313418 0, -100.17188999982346 25.708350000152564 0, -100.17202999998437 25.708040000246 0, -100.17235000035208 25.707400000409848 0, -100.1726200002127 25.707089999603966 0, -100.17303000023418 25.706930000319403 0, -100.17344000025565 25.706919999858258 0, -100.17377000018519 25.70706000001917 0, -100.17395000039204 25.707360000363906 0, -100.17363999958616 25.707530000109557 0, -100.17338999974857 25.70779000040835 0, -100.17311999988794 25.708080000291943 0, -100.17285999958915 25.708370000175535 0, -100.17272000032762 25.708479999852273 0, -100.17258999972853 25.70862999957501 0, -100.17239999995991 25.70880000021998 0, -100.17204000044552 25.709170000195513 0, -100.17180999973158 25.709500000125047 0, -100.17170999961667 25.709769999985667 0, -100.17143999975605 25.709649999847784 0, -100.17110999982646 25.710799999820324 0, -100.17157000035508 25.710930000419353 0, -100.1719699999154 25.711009999611974 0, -100.17241000042105 25.71110000016506 0))",-1.7032523639500141
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 18, 2024 · 3:58 PM UTC",buenos días bomberos nl estación central atendió reporte de incendio en palma en el exterior de casino ubicado en la av gonzalitos monterrey,18,4,0,0,https://twitter.com/saz2000/status/1825200520048337256#m,,['https://video.twimg.com/ext_tw_video/1825200505842257921/pu/pl/hBzat40vRNyoISL-.m3u8?tag=12'],,eléctrico,-1.122179202735424,Monterrey,[],Calle Gonzalitos,[],['nl'],[],,-1.2860678657889366
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 17, 2024 · 11:37 AM UTC",buenas noches bomberos nl estación n máquina atiende reporte de incendio en vivienda colonia fernando amilpa escobedo nl,10,0,0,0,https://twitter.com/saz2000/status/1824772569666383940#m,['https://pbs.twimg.com/media/GVLk-x3XYAAKSeM.jpg'],,,eléctrico,-0.9749052450060844,[],FERNANDO AMILPA,[],[],"['nl', 'nl']",[],"POLYGON Z ((-100.26991000004631 25.800969999566007 0, -100.27013999986093 25.80096000000418 0, -100.27021999995287 25.800919999958182 0, -100.27073999965114 25.800289999683912 0, -100.27114999967262 25.79985999963941 0, -100.27202000022271 25.799489999663933 0, -100.27253999992092 25.799270000310457 0, -100.27331999991793 25.799210000241487 0, -100.27387000010026 25.799210000241487 0, -100.27415999998385 25.799239999826284 0, -100.27500999961165 25.799509999686904 0, -100.27545999967907 25.799740000400845 0, -100.27580999963163 25.79999999980032 0, -100.2758699997006 25.799629999824788 0, -100.27736000006382 25.79981000003164 0, -100.27709999976503 25.800369999775853 0, -100.27695000004229 25.800730000189503 0, -100.2767699998355 25.801100000165036 0, -100.2764799999519 25.80178000004713 0, -100.27658000006682 25.801809999631928 0, -100.27672000022767 25.8018400001161 0, -100.27625999969905 25.802880000411847 0, -100.27592999976952 25.80358999987874 0, -100.2756999999549 25.80408999955398 0, -100.27483000030412 25.806000000399877 0, -100.27461999961315 25.806469999590945 0, -100.27418999956865 25.807389999748864 0, -100.27399999980003 25.807750000162514 0, -100.27376000042352 25.80816999974587 0, -100.27342999959467 25.80867999988226 0, -100.27206000026865 25.81060999985175 0, -100.27190000008477 25.810839999666428 0, -100.27173999990094 25.81081000008163 0, -100.27167000027015 25.810790000058603 0, -100.27169000029312 25.810759999574486 0, -100.26964999974751 25.810259999899245 0, -100.26728999973358 25.809780000246974 0, -100.26551000038609 25.809419999833267 0, -100.26504999985747 25.80931000015653 0, -100.26455999974405 25.809210000041617 0, -100.26422000025264 25.809190000018646 0, -100.26402999958464 25.809149999972703 0, -100.26406999963064 25.808770000435345 0, -100.26408000009178 25.80828000032193 0, -100.2639300003691 25.80763000002463 0, -100.2636999996551 25.80625000023747 0, -100.2635000003246 25.80498999968887 0, -100.26344999981751 25.80461000015157 0, -100.26336999972557 25.80422999971489 0, -100.26332000011774 25.803850000177533 0, -100.26319999997986 25.803219999903263 0, -100.26399000043801 25.80297999962744 0, -100.26650000017474 25.80358999987874 0, -100.26841000012126 25.80387999976233 0, -100.2691999996801 25.803910000246503 0, -100.26925999974907 25.803569999855767 0, -100.26968999979351 25.80194999979284 0, -100.26991000004631 25.800969999566007 0))",-1.6461912002414465
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 17, 2024 · 11:34 AM UTC",buenos días bomberos nl estación n y central atendemos reporte de incendio en vehículos av revolución colonia buenos aires monterrey nl,4,0,0,0,https://twitter.com/saz2000/status/1824771829182951914#m,"['https://pbs.twimg.com/media/GVLkTplW4AALHXr.jpg', 'https://pbs.twimg.com/media/GVLkTpnWQAA1O89.jpg', 'https://pbs.twimg.com/media/GVLkTpnWsAAU4KB.jpg']",,,eléctrico,-1.071574442088604,Monterrey,BUENOS AIRES,Avenida Revolución,[],"['nl', 'nl']",[],"POLYGON Z ((-100.29064999959763 25.66777000028543 0, -100.29068999964363 25.668430000144554 0, -100.29072999968957 25.669060000418824 0, -100.29133000037905 25.669029999934708 0, -100.29185999963914 25.66900000034991 0, -100.29189999968509 25.66913000004962 0, -100.29193999973103 25.669199999680416 0, -100.28979000040806 25.670079999792335 0, -100.28959999974006 25.670159999884277 0, -100.28836000011376 25.67064000043581 0, -100.2873999999099 25.671069999580993 0, -100.28725999974904 25.67114000011111 0, -100.28690000023465 25.67134999990276 0, -100.28598999963862 25.671849999578 0, -100.28583999991594 25.67192000010806 0, -100.28579000030811 25.671860000039146 0, -100.28557999961714 25.671619999763323 0, -100.28528000017172 25.67122999976482 0, -100.2850100003111 25.67091000029643 0, -100.2846899999434 25.67048999981381 0, -100.28450000017472 25.67001000016154 0, -100.28444999966763 25.66966999977086 0, -100.28440999962163 25.66937999988727 0, -100.28427999992192 25.66750999998669 0, -100.2842700003601 25.66720000008013 0, -100.28425999989895 25.666959999804305 0, -100.28417999980701 25.665820000292968 0, -100.28431999996786 25.665820000292968 0, -100.28440999962163 25.665829999854793 0, -100.28456999980551 25.66584000031594 0, -100.28538000028664 25.66588000036188 0, -100.2858599999389 25.665900000384852 0, -100.2864700001902 25.66594000043085 0, -100.28700000034956 25.665970000015648 0, -100.28803000018422 25.666039999646443 0, -100.28928000027167 25.66613000019953 0, -100.28965000024715 25.6661500002225 0, -100.28951999964812 25.667130000449333 0, -100.28998999973857 25.667099999965217 0, -100.29060999955169 25.667050000357392 0, -100.29064999959763 25.66777000028543 0))",-1.3031020276248455
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 16, 2024 · 1:23 PM UTC",buenos días bomberos nl estación n atendió reporte de incendio en vehículo en la colonia vista hermosa monterrey nl,7,0,0,0,https://twitter.com/saz2000/status/1824436845209424281#m,,['https://video.twimg.com/ext_tw_video/1824436813911461888/pu/pl/aQT0rFgpbQFIpZYj.m3u8?tag=12'],,eléctrico,-1.3092119172215462,Monterrey,VISTA HERMOSA,[],[],"['nl', 'nl']",[],"POLYGON Z ((-100.37142999979449 25.701470000340407 0, -100.37121000044101 25.70137999978732 0, -100.37046000002886 25.700949999742875 0, -100.3698499997775 25.70063000027443 0, -100.36976000012373 25.700590000228487 0, -100.36822999971457 25.699759999724392 0, -100.36717999985694 25.69922000000315 0, -100.36660999965159 25.698899999635444 0, -100.3662900001832 25.699400000210005 0, -100.36621000009126 25.699670000070626 0, -100.36623000011429 25.70030999990672 0, -100.36615999958417 25.700789999558992 0, -100.36596000025366 25.701120000387846 0, -100.36574000000087 25.70135999976435 0, -100.36549999972505 25.70121999960344 0, -100.36553000020922 25.701270000110583 0, -100.36580999963161 25.701569999556 0, -100.36582999965464 25.70162999962497 0, -100.36561999986293 25.701499999925204 0, -100.36495000044204 25.701120000387846 0, -100.36434000019068 25.700800000020138 0, -100.36300000044952 25.700089999653926 0, -100.36290999989643 25.7000400000461 0, -100.36270000010478 25.699930000369363 0, -100.36253000035907 25.699839999816277 0, -100.36241999978301 25.699779999747363 0, -100.36221999955319 25.699670000070626 0, -100.36214000036057 25.699630000024626 0, -100.36071000006632 25.6988599995895 0, -100.36046000022867 25.698729999889736 0, -100.35987000000034 25.698419999983173 0, -100.3597600003236 25.698359999914203 0, -100.35964000018572 25.698290000283464 0, -100.35952999960966 25.69823999977632 0, -100.35933999984098 25.698139999661407 0, -100.35763000012423 25.697240000425836 0, -100.3575200004475 25.697180000356923 0, -100.35750000042452 25.697260000448807 0, -100.35750000042452 25.697350000102574 0, -100.35757000005532 25.69743999975634 0, -100.35728999973355 25.69727999957246 0, -100.35726000014876 25.69729000003366 0, -100.35720999964161 25.697299999595486 0, -100.35716000003384 25.697299999595486 0, -100.35711999998784 25.69729000003366 0, -100.35709000040305 25.697270000010633 0, -100.3570500003571 25.69722999996469 0, -100.3570399998959 25.69716999989572 0, -100.3570399998959 25.69710000026498 0, -100.3570500003571 25.697060000218983 0, -100.35691999975802 25.697029999734866 0, -100.35687000015025 25.697029999734866 0, -100.35521999960315 25.696969999665896 0, -100.35486999965059 25.696969999665896 0, -100.35441000002135 25.69681000038139 0, -100.35457999976705 25.69681000038139 0, -100.35525999964909 25.696839999966187 0, -100.3552700001103 25.696209999691916 0, -100.35529000013327 25.695589999878734 0, -100.35529000013327 25.694930000019667 0, -100.35531999971806 25.69427999972237 0, -100.35504999985744 25.694290000183514 0, -100.35463999983597 25.694290000183514 0, -100.35453999972106 25.69427999972237 0, -100.35356000039354 25.694239999676427 0, -100.35289000007327 25.694239999676427 0, -100.35196000035359 25.694250000137572 0, -100.35178999970856 25.6942199996534 0, -100.35166000000885 25.694190000068602 0, -100.35153000030914 25.694139999561514 0, -100.35137000012526 25.694080000391864 0, -100.3514100001712 25.692910000396353 0, -100.3514500002172 25.692300000145053 0, -100.351479999802 25.691879999662433 0, -100.35149000026314 25.691680000331928 0, -100.35157000035508 25.690780000197037 0, -100.35161000040102 25.690250000037622 0, -100.35166000000885 25.689300000294963 0, -100.35153999987097 25.689300000294963 0, -100.35157999991691 25.688649999997665 0, -100.35161000040102 25.688190000368365 0, -100.35161000040102 25.687930000069628 0, -100.3516199999629 25.687809999931744 0, -100.35163000042405 25.68768000023198 0, -100.35165000044702 25.68741999993324 0, -100.35172999963964 25.68598000007711 0, -100.35174999966262 25.685619999663402 0, -100.3518699998005 25.683709999716882 0, -100.35200000039953 25.683720000178027 0, -100.35217999970706 25.68366999967094 0, -100.3522300002142 25.683780000246998 0, -100.35231000030615 25.683849999877737 0, -100.35252999965962 25.683940000430823 0, -100.35278999995836 25.68394999999265 0, -100.35305000025716 25.683929999969678 0, -100.35328000007178 25.68388000036191 0, -100.35348999986343 25.68380000026997 0, -100.35369999965513 25.683680000132085 0, -100.35418000020667 25.683330000179524 0, -100.3558800003616 25.682089999653954 0, -100.35595999955416 25.682169999745838 0, -100.35599999960016 25.68224999983778 0, -100.35601999962313 25.682340000390866 0, -100.3560100000613 25.683640000086086 0, -100.35594000043051 25.683649999647912 0, -100.35588999992342 25.68368999969391 0, -100.35586000033862 25.683749999762824 0, -100.35586000033862 25.68382000029294 0, -100.35590000038457 25.683869999900764 0, -100.35594999999233 25.683909999946707 0, -100.35625000033707 25.68414800013028 0, -100.3567970003811 25.684364000198627 0, -100.35654000022066 25.684739999551482 0, -100.35648200024394 25.685175999872683 0, -100.3566849997128 25.68574399998579 0, -100.35697699968864 25.686047999615653 0, -100.35798200016905 25.68653400044394 0, -100.35886999975054 25.686769999635942 0, -100.35927000021019 25.687049999957708 0, -100.35952999960966 25.6872999997953 0, -100.35976999988543 25.68748999956398 0, -100.36017000034508 25.687660000209007 0, -100.36042000018273 25.68778000034689 0, -100.36077999969706 25.688019999723394 0, -100.36130999985647 25.688289999583958 0, -100.36194000013074 25.68850999983681 0, -100.36214000036057 25.68926999981079 0, -100.36371500014701 25.691370000425366 0, -100.36775999962413 25.696340000290945 0, -100.36844999996737 25.697180000356923 0, -100.36894999964261 25.697660000009137 0, -100.36970999961665 25.698620000212998 0, -100.37000999996138 25.69899000018853 0, -100.37046000002886 25.699440000255947 0, -100.3711100003261 25.699990000438333 0, -100.3712800000718 25.700380000436837 0, -100.37136999972557 25.700639999836312 0, -100.37142999979449 25.700949999742875 0, -100.37146000027866 25.701199999580467 0, -100.37144999981751 25.701370000225495 0, -100.37142999979449 25.701470000340407 0))",-1.2889824211597443
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 16, 2024 · 3:48 AM UTC",bomberos nl estación n atiende reporte de incendio matorrales y basura en terreno baldío sin mantenimiento un grave riesgo dicha situación en estos momentos en la colonia mirasol monterrey,8,0,0,0,https://twitter.com/saz2000/status/1824292027124572590#m,,['https://video.twimg.com/ext_tw_video/1824291977808003072/pu/pl/ES3teigZYJxzZ7pq.m3u8?tag=12'],,eléctrico,-1.6209510043263435,Monterrey,MIRASOL,[],[],['nl'],[],"POLYGON Z ((-100.22986999990042 25.65975999962444 0, -100.22992000040756 25.659589999878733 0, -100.2306400003356 25.659779999647412 0, -100.23132999977952 25.65995000029244 0, -100.23132000021769 25.660109999577003 0, -100.23083000010428 25.662430000444317 0, -100.23072999998936 25.662999999750355 0, -100.23052000019771 25.664040000046157 0, -100.22978999980847 25.66391000034639 0, -100.22949999992488 25.663859999839303 0, -100.22908000034158 25.663779999747362 0, -100.22923999962615 25.662939999681385 0, -100.22927000011026 25.662769999935733 0, -100.22931999971809 25.662469999590996 0, -100.229419999833 25.66205000000764 0, -100.22947999990191 25.661749999662902 0, -100.22951000038609 25.661590000378396 0, -100.22968000013174 25.660730000289448 0, -100.22978000024665 25.660320000267973 0, -100.22982999985447 25.660129999599974 0, -100.22994999999236 25.659919999808324 0, -100.22986999990042 25.65975999962444 0))",-1.6706478334963322
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 13, 2024 · 3:26 AM UTC",buenas noches bomberos nl estación central atiende reporte de incendio desperdicio de madera en el interior del panteón el carmen monterrey nl,7,1,0,0,https://twitter.com/saz2000/status/1823199449021309228#m,,['https://video.twimg.com/ext_tw_video/1823199420781047808/pu/pl/jX3nZ7DmllxS1en_.m3u8?tag=12'],,eléctrico,-1.270144309848547,[],[],[],['panteón el carmen monterrey'],"['nl', 'nl']",[],,-1.6432379093021154
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 12, 2024 · 6:05 PM UTC",buenas tardes bomberos nl estación central máquinas y en coordinación con pc mty y pc nl atendemos reporte de incendio en vivienda col agropecuaria monterrey nl,4,0,0,0,https://twitter.com/saz2000/status/1823058295982112924#m,,['https://video.twimg.com/ext_tw_video/1823058236410314752/pu/pl/gZqSy4iX0vt6o0fY.m3u8?tag=12'],,eléctrico,0.2817248031497001,"Monterrey, Monterrey",,[],[],"['nl', 'nl', 'nl']",[],,-1.628238613717258
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 11, 2024 · 9:00 PM UTC",bomberos nl estación atiende reporte de incendio en terreno baldío y tiradero de basura en la colonia barrio la industria zona norte de monterrey nl,5,0,0,0,https://twitter.com/saz2000/status/1822739900698861609#m,,['https://video.twimg.com/ext_tw_video/1822739887000317952/pu/pl/ExY9Rf7X-oJ5vqh6.m3u8?tag=12'],,eléctrico,-1.5051274299621582,[],,[],[],"['nl', 'nl']",[],,-1.6331348549574614
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 11, 2024 · 8:49 PM UTC",buenas tardes bomberos nl estaciones y central en coordinación con prot civil mty y prot civil nuevo león atendemos reporte de incendio en carpintería colonia la república monterrey nl,8,2,0,0,https://twitter.com/saz2000/status/1822737029488157009#m,['https://pbs.twimg.com/media/GUupplMXwAApFNO.jpg'],,,eléctrico,0.2376237288117408,"Monterrey, Monterrey",LA REPUBLICA,[],[],"['nl', 'nuevo león', 'nl']",[],"POLYGON Z ((-100.29922999956466 25.62976999978582 0, -100.29876000037359 25.629470000340405 0, -100.29638999989845 25.62793000036936 0, -100.29624000017571 25.627819999793303 0, -100.29579999967012 25.62752999990971 0, -100.29661999971307 25.62756999995571 0, -100.2969899996886 25.62758999997868 0, -100.2969499996426 25.62711000032641 0, -100.29694000008078 25.626660000258994 0, -100.29692999961964 25.62621000019152 0, -100.29692999961964 25.625720000078104 0, -100.29690000003484 25.62524999998766 0, -100.29690000003484 25.625020000173038 0, -100.29692000005781 25.624739999851272 0, -100.29698000012678 25.62449000001368 0, -100.29704999975752 25.624269999760827 0, -100.29486999995038 25.624269999760827 0, -100.29505999971906 25.62375999962444 0, -100.29527000041003 25.62377999964741 0, -100.2955000002247 25.623369999625936 0, -100.29560999990144 25.622950000042636 0, -100.295290000433 25.622930000019664 0, -100.29538000008677 25.62245999992922 0, -100.29554999983247 25.622029999884774 0, -100.2956800004315 25.621359999564504 0, -100.29579000010824 25.620770000235495 0, -100.2967900003581 25.621069999680913 0, -100.29716000033358 25.621029999634914 0, -100.29729999959517 25.621220000302912 0, -100.2974700002402 25.62143000009462 0, -100.29780000016973 25.62184999967792 0, -100.29784000021567 25.621949999792832 0, -100.29792000030761 25.622129999999686 0, -100.29848000005182 25.622999999650403 0, -100.29901000021118 25.62381999969341 0, -100.2993099996566 25.624340000290942 0, -100.29948000030163 25.624460000428826 0, -100.2993099996566 25.624790000358416 0, -100.29909999986495 25.625279999572513 0, -100.29897999972707 25.62572999963993 0, -100.2989199996581 25.62619000016855 0, -100.29887999961215 25.62666999982082 0, -100.29883999956616 25.627139999911208 0, -100.29885999958918 25.6274299997948 0, -100.29887999961215 25.627610000001653 0, -100.29922999956466 25.62976999978582 0))",-1.637374248355627
