Usuario,Nombre,Fecha,Texto,Tipo,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Puntaje,colonia,calle,municipio,REGION,geometría,label,eléctrico,incendio,inundación,lluvia,no se relaciona,problema vial
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 4:13 PM UTC",el monstruo convectivo que se aproxima a la zona metropolitana de monterrey intensa lluvia cerca del mediodía y extendiéndose por varias horas precaución alberto,lluvia,2547,442,58,40,https://twitter.com/nelvaldez/status/1803823488614232558#m,['https://pbs.twimg.com/media/GQh33yXbQAAkQ_L.jpg'],,,-0.731036775,,,,zona metropolitana de monterrey,,3,0.009605824016034603,0.0037019343581050634,0.006682053208351135,0.9712327122688293,0.004291413817554712,0.0044861482456326485
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 19, 2024 · 4:33 AM UTC",el siguiente aviso se emitirá a las horas del de junio tiempo del centro de méxico o antes si ocurren cambios significativos,no se relaciona,39,8,1,0,https://twitter.com/LCAlatorre/status/1803284926114017519#m,['https://pbs.twimg.com/media/GQaOFYlXQAAk5m9.jpg'],,,-0.730646141,,,,centro de méxico,,4,0.02058214507997036,0.012766426429152489,0.023990647867321968,0.059039004147052765,0.851430356502533,0.03219137713313103
@nmasmonterrey,N+ Monterrey,"Jun 21, 2024 · 4:06 AM UTC",precaución por lluvias y encharcamientos en carretera nacional monterrey nl,inundación,8,2,0,0,https://twitter.com/nmasmonterrey/status/1804002965876793490#m,,,,-0.730145819,,,Monterrey,,,2,0.02313866838812828,0.012012608349323273,0.8909051418304443,0.03841409087181091,0.02147389017045498,0.014055700972676277
@nmasmonterrey,N+ Monterrey,"Jun 21, 2024 · 4:06 AM UTC",precaución por lluvias y encharcamientos en carretera nacional monterrey nl,inundación,9,2,0,0,https://twitter.com/nmasmonterrey/status/1804002965876793490#m,,,,-0.730145819,,,Monterrey,,,2,0.02313866838812828,0.012012608349323273,0.8909051418304443,0.03841409087181091,0.02147389017045498,0.014055700972676277
@juliocesarcano,Julio Cesar,"Apr 20, 2012 · 5:10 PM UTC",isasoares ah faz tempo q no te vejo hauha bjo,no se relaciona,0,0,0,0,https://twitter.com/juliocesarcano/status/193386260629430274#m,,,,-0.728781193,,,,,,4,0.01657938025891781,0.02091863937675953,0.023869965225458145,0.019330216571688652,0.8786466121673584,0.04065517336130142
@davidfaz,David Faz,"Sep 4, 2024 · 3:54 AM UTC",lluvia con intensidad variable en el área metropolitana de monterrey esta noche áreas de fuerte precipitación en cerralvo agualeguas santiago montemorelos y linares radar horas,lluvia,142,17,3,0,https://twitter.com/davidfaz/status/1831179108052504792#m,['https://pbs.twimg.com/media/GWmnsNrWYAACDzP.jpg'],,,-0.727695383,,,,área metropolitana de monterrey,,3,0.01348962914198637,0.003048314480111003,0.011500028893351555,0.9649448394775391,0.003703280119225383,0.0033138804137706757
@elnortelocal,elnortelocal,"Jun 20, 2024 · 6:15 PM UTC",entérate se realiza la evacuación de personas de la petaca al desbordase el río pablillo en linares más información en elnortecomlocal,inundación,49,9,0,2,https://twitter.com/elnortelocal/status/1803854206261969320#m,,['https://video.twimg.com/ext_tw_video/1803853548133797888/pu/pl/C4hvfuuGzPn8sJVB.m3u8?tag=12'],,-0.727213472,,,,,,2,0.03784845396876335,0.012687167152762413,0.7199315428733826,0.031504493206739426,0.1621628999710083,0.035865418612957
@elnortelocal,elnortelocal,"Jun 20, 2024 · 6:15 PM UTC",entérate se realiza la evacuación de personas de la petaca al desbordase el río pablillo en linares más información en elnortecomlocal,inundación,50,9,0,2,https://twitter.com/elnortelocal/status/1803854206261969320#m,,['https://video.twimg.com/ext_tw_video/1803853548133797888/pu/pl/C4hvfuuGzPn8sJVB.m3u8?tag=12'],,-0.727213472,,,,,,2,0.03784845396876335,0.012687167152762413,0.7199315428733826,0.031504493206739426,0.1621628999710083,0.035865418612957
@conagua_mx,Conagua,"Jun 20, 2024 · 1:32 PM UTC",comunicado antes de lo programado se concluye reparación de fuga en la planta de bombeo del sistema cutzamala más información en,inundación,57,24,5,1,https://twitter.com/conagua_mx/status/1803782864611238096#m,['https://pbs.twimg.com/media/GQhS9NIWEAA8q2c.jpg'],,,-0.726509348,,,,planta de bombeo,,2,0.0501028448343277,0.01346743293106556,0.7860879898071289,0.02795577235519886,0.09960784018039703,0.022778118029236794
@conagua_mx,Conagua,"Jun 20, 2024 · 1:32 PM UTC",comunicado antes de lo programado se concluye reparación de fuga en la planta de bombeo del sistema cutzamala más información en,inundación,64,24,5,1,https://twitter.com/conagua_mx/status/1803782864611238096#m,['https://pbs.twimg.com/media/GQhS9NIWEAA8q2c.jpg'],,,-0.726509348,,,,planta de bombeo,,2,0.0501028448343277,0.01346743293106556,0.7860879898071289,0.02795577235519886,0.09960784018039703,0.022778118029236794
@conagua_mx,Conagua,"Jun 20, 2024 · 1:32 PM UTC",comunicado antes de lo programado se concluye reparación de fuga en la planta de bombeo del sistema cutzamala más información en,inundación,62,24,5,1,https://twitter.com/conagua_mx/status/1803782864611238096#m,['https://pbs.twimg.com/media/GQhS9NIWEAA8q2c.jpg'],,,-0.726509348,,,,planta de bombeo,,2,0.0501028448343277,0.01346743293106556,0.7860879898071289,0.02795577235519886,0.09960784018039703,0.022778118029236794
@conagua_mx,Conagua,"Jun 20, 2024 · 1:32 PM UTC",comunicado antes de lo programado se concluye reparación de fuga en la planta de bombeo del sistema cutzamala más información en,inundación,65,24,5,1,https://twitter.com/conagua_mx/status/1803782864611238096#m,['https://pbs.twimg.com/media/GQhS9NIWEAA8q2c.jpg'],,,-0.726509348,,,,planta de bombeo,,2,0.0501028448343277,0.01346743293106556,0.7860879898071289,0.02795577235519886,0.09960784018039703,0.022778118029236794
@GobSanNicolas,Gobierno de San Nicolás,"Jun 20, 2024 · 8:43 PM UTC",intensidad de lluvia por región zona poniente bajaconstante zona centro moderadaconstante zona oriente moderadaconstante,lluvia,3,3,0,0,https://twitter.com/GobSanNicolas/status/1803891490109976821#m,,,,-0.726264637,,,,región zona poniente bajaconstante zona centro moderadaconstante zona oriente moderadaconstante,,3,0.010278359055519104,0.0037340472918003798,0.007043607998639345,0.9703641533851624,0.003999081905931234,0.004580821841955185
@ctcastelo,Claudia Tapia Castelo,"Jun 21, 2024 · 2:50 AM UTC",derivado del paso de la tormenta alberto falso es derivado de la necedad de construir en el lecho del río en nl se han dedicado a retar por ambición a la naturaleza hasta cuándo empecemos por cambiar la narrativa cesarmty unrioenelrio,lluvia,107,25,7,0,https://twitter.com/ctcastelo/status/1803983879419891733#m,,['https://video.twimg.com/ext_tw_video/1803983849229291521/pu/pl/Ft_8CJLwjhpDpbBu.m3u8?tag=12'],,-0.725983739,,,,,,3,0.010267863981425762,0.0031182863749563694,0.00971342995762825,0.9686648845672607,0.004527748096734285,0.0037077905144542456
@ctcastelo,Claudia Tapia Castelo,"Jun 21, 2024 · 2:50 AM UTC",derivado del paso de la tormenta alberto falso es derivado de la necedad de construir en el lecho del río en nl se han dedicado a retar por ambición a la naturaleza hasta cuándo empecemos por cambiar la narrativa cesarmty unrioenelrio,lluvia,109,26,7,0,https://twitter.com/ctcastelo/status/1803983879419891733#m,,['https://video.twimg.com/ext_tw_video/1803983849229291521/pu/vid/avc1/576x1024/bs9m48lxoRqiahK3.mp4?tag=12'],,-0.725983739,,,,,,3,0.010267863981425762,0.0031182863749563694,0.00971342995762825,0.9686648845672607,0.004527748096734285,0.0037077905144542456
@ctcastelo,Claudia Tapia Castelo,"Jun 21, 2024 · 2:50 AM UTC",derivado del paso de la tormenta alberto falso es derivado de la necedad de construir en el lecho del río en nl se han dedicado a retar por ambición a la naturaleza hasta cuándo empecemos por cambiar la narrativa cesarmty unrioenelrio,lluvia,170,42,12,2,https://twitter.com/ctcastelo/status/1803983879419891733#m,,['https://video.twimg.com/ext_tw_video/1803983849229291521/pu/pl/Ft_8CJLwjhpDpbBu.m3u8?tag=12'],,-0.725983739,,,,,,3,0.010267863981425762,0.0031182863749563694,0.00971342995762825,0.9686648845672607,0.004527748096734285,0.0037077905144542456
@ctcastelo,Claudia Tapia Castelo,"Jun 21, 2024 · 2:50 AM UTC",derivado del paso de la tormenta alberto falso es derivado de la necedad de construir en el lecho del río en nl se han dedicado a retar por ambición a la naturaleza hasta cuándo empecemos por cambiar la narrativa cesarmty unrioenelrio,lluvia,170,42,12,2,https://twitter.com/ctcastelo/status/1803983879419891733#m,,['https://video.twimg.com/ext_tw_video/1803983849229291521/pu/vid/avc1/576x1024/bs9m48lxoRqiahK3.mp4?tag=12'],,-0.725983739,,,,,,3,0.010267863981425762,0.0031182863749563694,0.00971342995762825,0.9686648845672607,0.004527748096734285,0.0037077905144542456
@ctcastelo,Claudia Tapia Castelo,"Jun 21, 2024 · 2:50 AM UTC",derivado del paso de la tormenta alberto falso es derivado de la necedad de construir en el lecho del río en nl se han dedicado a retar por ambición a la naturaleza hasta cuándo empecemos por cambiar la narrativa cesarmty unrioenelrio,lluvia,164,39,11,1,https://twitter.com/ctcastelo/status/1803983879419891733#m,,['https://video.twimg.com/ext_tw_video/1803983849229291521/pu/pl/Ft_8CJLwjhpDpbBu.m3u8?tag=12'],,-0.725983739,,,,,,3,0.010267863981425762,0.0031182863749563694,0.00971342995762825,0.9686648845672607,0.004527748096734285,0.0037077905144542456
@PC_NuevoLeon,Protección Civil NL,"Jun 19, 2024 · 9:45 PM UTC",ponteatento se reporta lluvia intensa en la carretera nacional cercado en santiago nl tome sus precauciones tormentatropicalalberto seguiremos informando,lluvia,84,8,0,1,https://twitter.com/PC_NuevoLeon/status/1803544613338448131#m,,['https://video.twimg.com/ext_tw_video/1803544577313579008/pu/pl/1TutaaVQPIlxvjuj.m3u8?tag=12'],,-0.725000359,,,Santiago,,,3,0.01087834034115076,0.0031739124096930027,0.009983701631426811,0.9692884683609009,0.0034206476993858814,0.0032548937015235424
@PC_NuevoLeon,Protección Civil NL,"Jun 19, 2024 · 9:45 PM UTC",ponteatento se reporta lluvia intensa en la carretera nacional cercado en santiago nl tome sus precauciones tormentatropicalalberto seguiremos informando,lluvia,83,8,0,1,https://twitter.com/PC_NuevoLeon/status/1803544613338448131#m,,['https://video.twimg.com/ext_tw_video/1803544577313579008/pu/vid/avc1/848x478/S1dR014OIEvLT1ZV.mp4?tag=12'],,-0.725000359,,,Santiago,,,3,0.01087834034115076,0.0031739124096930027,0.009983701631426811,0.9692884683609009,0.0034206476993858814,0.0032548937015235424
@PC_NuevoLeon,Protección Civil NL,"Jun 19, 2024 · 9:45 PM UTC",ponteatento se reporta lluvia intensa en la carretera nacional cercado en santiago nl tome sus precauciones tormentatropicalalberto seguiremos informando,lluvia,84,8,0,1,https://twitter.com/PC_NuevoLeon/status/1803544613338448131#m,,['https://video.twimg.com/ext_tw_video/1803544577313579008/pu/vid/avc1/848x478/S1dR014OIEvLT1ZV.mp4?tag=12'],,-0.725000359,,,Santiago,,,3,0.01087834034115076,0.0031739124096930027,0.009983701631426811,0.9692884683609009,0.0034206476993858814,0.0032548937015235424
@telediariomty,@telediariomty,"Jun 21, 2024 · 2:36 AM UTC",reportan un enorme encharcamiento sobre la avenida paseo de los leones y paseo de cumbres en ambos sentidos mayte villasana,inundación,1369,139,67,51,https://twitter.com/telediariomty/status/1803980378853773381#m,,['https://video.twimg.com/ext_tw_video/1803979842632978433/pu/pl/mzn_-5GCrgdD-5mG.m3u8?tag=12'],,-0.72476919,,Calle Paseo,,,,2,0.016976172104477882,0.010883240029215813,0.9100136756896973,0.023782437667250633,0.024128630757331848,0.014215905219316483
@telediariomty,@telediariomty,"Jun 21, 2024 · 2:36 AM UTC",reportan un enorme encharcamiento sobre la avenida paseo de los leones y paseo de cumbres en ambos sentidos mayte villasana,inundación,1371,139,67,51,https://twitter.com/telediariomty/status/1803980378853773381#m,,['https://video.twimg.com/ext_tw_video/1803979842632978433/pu/pl/mzn_-5GCrgdD-5mG.m3u8?tag=12'],,-0.72476919,,Calle Paseo,,,,2,0.016976172104477882,0.010883240029215813,0.9100136756896973,0.023782437667250633,0.024128630757331848,0.014215905219316483
@telediariomty,@telediariomty,"Jun 21, 2024 · 2:36 AM UTC",reportan un enorme encharcamiento sobre la avenida paseo de los leones y paseo de cumbres en ambos sentidos mayte villasana,inundación,1372,139,67,51,https://twitter.com/telediariomty/status/1803980378853773381#m,,['https://video.twimg.com/ext_tw_video/1803979842632978433/pu/pl/mzn_-5GCrgdD-5mG.m3u8?tag=12'],,-0.72476919,,Calle Paseo,,,,2,0.016976172104477882,0.010883240029215813,0.9100136756896973,0.023782437667250633,0.024128630757331848,0.014215905219316483
@telediariomty,@telediariomty,"Jun 21, 2024 · 2:36 AM UTC",reportan un enorme encharcamiento sobre la avenida paseo de los leones y paseo de cumbres en ambos sentidos mayte villasana,inundación,1378,139,67,51,https://twitter.com/telediariomty/status/1803980378853773381#m,,['https://video.twimg.com/ext_tw_video/1803979842632978433/pu/pl/mzn_-5GCrgdD-5mG.m3u8?tag=12'],,-0.72476919,,Calle Paseo,,,,2,0.016976172104477882,0.010883240029215813,0.9100136756896973,0.023782437667250633,0.024128630757331848,0.014215905219316483
@telediariomty,@telediariomty,"Jun 21, 2024 · 2:36 AM UTC",reportan un enorme encharcamiento sobre la avenida paseo de los leones y paseo de cumbres en ambos sentidos mayte villasana,inundación,1548,149,73,57,https://twitter.com/telediariomty/status/1803980378853773381#m,,['https://video.twimg.com/ext_tw_video/1803979842632978433/pu/pl/mzn_-5GCrgdD-5mG.m3u8?tag=12'],,-0.72476919,,Calle Paseo,,,,2,0.016976172104477882,0.010883240029215813,0.9100136756896973,0.023782437667250633,0.024128630757331848,0.014215905219316483
@telediariomty,@telediariomty,"Jun 21, 2024 · 2:36 AM UTC",reportan un enorme encharcamiento sobre la avenida paseo de los leones y paseo de cumbres en ambos sentidos mayte villasana,inundación,1548,149,73,58,https://twitter.com/telediariomty/status/1803980378853773381#m,,['https://video.twimg.com/ext_tw_video/1803979842632978433/pu/pl/mzn_-5GCrgdD-5mG.m3u8?tag=12'],,-0.72476919,,Calle Paseo,,,,2,0.016976172104477882,0.010883240029215813,0.9100136756896973,0.023782437667250633,0.024128630757331848,0.014215905219316483
@telediariomty,@telediariomty,"Jun 21, 2024 · 2:36 AM UTC",reportan un enorme encharcamiento sobre la avenida paseo de los leones y paseo de cumbres en ambos sentidos mayte villasana,inundación,1548,149,73,58,https://twitter.com/telediariomty/status/1803980378853773381#m,,['https://video.twimg.com/ext_tw_video/1803979842632978433/pu/vid/avc1/848x480/AbR7xgAL8ixAQ4H8.mp4?tag=12'],,-0.72476919,,Calle Paseo,,,,2,0.016976172104477882,0.010883240029215813,0.9100136756896973,0.023782437667250633,0.024128630757331848,0.014215905219316483
@telediariomty,@telediariomty,"Jun 21, 2024 · 2:36 AM UTC",reportan un enorme encharcamiento sobre la avenida paseo de los leones y paseo de cumbres en ambos sentidos mayte villasana,inundación,1525,148,73,56,https://twitter.com/telediariomty/status/1803980378853773381#m,,['https://video.twimg.com/ext_tw_video/1803979842632978433/pu/pl/mzn_-5GCrgdD-5mG.m3u8?tag=12'],,-0.72476919,,Calle Paseo,,,,2,0.016976172104477882,0.010883240029215813,0.9100136756896973,0.023782437667250633,0.024128630757331848,0.014215905219316483
@telediariomty,@telediariomty,"Jun 21, 2024 · 2:36 AM UTC",reportan un enorme encharcamiento sobre la avenida paseo de los leones y paseo de cumbres en ambos sentidos mayte villasana,inundación,1527,148,73,56,https://twitter.com/telediariomty/status/1803980378853773381#m,,['https://video.twimg.com/ext_tw_video/1803979842632978433/pu/pl/mzn_-5GCrgdD-5mG.m3u8?tag=12'],,-0.72476919,,Calle Paseo,,,,2,0.016976172104477882,0.010883240029215813,0.9100136756896973,0.023782437667250633,0.024128630757331848,0.014215905219316483
@SanPedroNL,San Pedro,"Jun 21, 2024 · 12:47 AM UTC",teléfonos importantes emergencias ci reportes de árboles postes cables caídos y daños en general quédate en casa si no es indispensable salir tormentaalberto spgg nuevoleon,lluvia,9,7,0,0,https://twitter.com/SanPedroNL/status/1803952971740557395#m,['https://pbs.twimg.com/media/GQjtp6RakAM972-.jpg'],,,-0.724620625,,,San Pedro Garza García,,,3,0.011479757726192474,0.0036249898839741945,0.008351239375770092,0.9673860669136047,0.005011706613004208,0.004146162420511246
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:09 AM UTC",av manuel l barragán desde sendero hasta fidel vzz inundación media av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media,inundación,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804033954913141155#m,,,,-0.723060839,,,,,,2,0.019649576395750046,0.013217411935329437,0.9055879712104797,0.018071739003062248,0.026938168331980705,0.01653514802455902
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:09 AM UTC",av manuel l barragán desde sendero hasta fidel vzz inundación media av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media,inundación,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804018849269838035#m,,,,-0.723060839,,,,,,2,0.019649576395750046,0.013217411935329437,0.9055879712104797,0.018071739003062248,0.026938168331980705,0.01653514802455902
@elnortelocal,elnortelocal,"Jun 20, 2024 · 1:22 AM UTC",entérate así se encuentra el arroyo topo chico a la altura del cruce de las avenidas manuel l barragán y fidel velázquez en san nicolás pese a los encharcamientos en el paso a desnivel la vialidad continua abierta en ambos sentidos más información,inundación,80,26,0,1,https://twitter.com/elnortelocal/status/1803599264913768938#m,,['https://video.twimg.com/ext_tw_video/1803598177934712832/pu/pl/R_3bcpsbjTZ5Qfoe.m3u8?tag=12'],,-0.72251638,,,San Nicolás,,,2,0.015807319432497025,0.009327569045126438,0.9118115901947021,0.02401159703731537,0.022880665957927704,0.016161343082785606
@elnortelocal,elnortelocal,"Jun 20, 2024 · 1:22 AM UTC",entérate así se encuentra el arroyo topo chico a la altura del cruce de las avenidas manuel l barragán y fidel velázquez en san nicolás pese a los encharcamientos en el paso a desnivel la vialidad continua abierta en ambos sentidos más información,inundación,81,26,0,1,https://twitter.com/elnortelocal/status/1803599264913768938#m,,['https://video.twimg.com/ext_tw_video/1803598177934712832/pu/pl/R_3bcpsbjTZ5Qfoe.m3u8?tag=12'],,-0.72251638,,,San Nicolás,,,2,0.015807319432497025,0.009327569045126438,0.9118115901947021,0.02401159703731537,0.022880665957927704,0.016161343082785606
@joluisgarcia,José Luis García C,"Sep 6, 2024 · 1:11 AM UTC",se derrumba parte del puente en av morones prieto y jiménez en san pedro con cuidado,no se relaciona,25,7,1,2,https://twitter.com/joluisgarcia/status/1831862758180327523#m,['https://pbs.twimg.com/media/GWwVeCCXAAApsHZ.jpg'],,,-0.722232297,,,San Pedro Garza García,,,4,0.02389596961438656,0.01611224003136158,0.041863054037094116,0.018889039754867554,0.8582578301429749,0.04098183289170265
@conagua_clima,CONAGUA Clima,"Jun 17, 2024 · 2:41 PM UTC",la zona de bajapresión que se encuentra en el golfodeméxico incrementó esta mañana a su probabilidad para formar un ciclóntropical en horas información detallada en el gráfico,no se relaciona,432,55,2,4,https://twitter.com/conagua_clima/status/1802713074161549644#m,['https://pbs.twimg.com/media/GQSFxNdbEAAdYrE.jpg'],,,-0.722149689,,,,zona de bajapresión,,4,0.01988893561065197,0.014244051650166512,0.02107270620763302,0.05874662101268768,0.8367021083831787,0.049345601350069046
@ElOpinadorTV,Enrique Villanueva - El Opinador,"Jun 8, 2024 · 7:59 PM UTC",padres hablemos con nuestros hijos si el antro está lleno te vas si el lugar no es seguro te vas si no te sientes cómodo te vas si estás en problemas me llamas evitemos planear un funeral en lugar de un fin de semana con ellos imágenes fuertes sanluispotosí,incendio,15768,3813,416,166,https://twitter.com/ElOpinadorTV/status/1799531709492294109#m,,['https://video.twimg.com/ext_tw_video/1799531668237066242/pu/pl/QxMRWhfXCKOqpICn.m3u8?tag=12'],,-0.721794643,,,,,,1,0.020741458982229233,0.035272058099508286,0.0170142762362957,0.028044190257787704,0.7370612025260925,0.16186678409576416
@Informativo3651,Informativo365,"Aug 31, 2024 · 1:01 AM UTC",aún no llueve en sannicolas y así se ve el arroyo topochico gobsannicolas danielcarrillo eldelaconsty,problema vial,22,6,0,1,https://twitter.com/Informativo3651/status/1829685852638675071#m,['https://pbs.twimg.com/media/GWRZljtW8AENMIh.jpg'],,,-0.719966851,,,San Nicolás,,,5,0.028756799176335335,0.015996810048818588,0.03148852288722992,0.018257690593600273,0.8442900776863098,0.06121007353067398
@LoQuePasaEnNL,@QuePasaEnNL ®️,"Jun 20, 2024 · 8:19 PM UTC",ahoranl aminoro la lluvia en bustamante nl,lluvia,87,8,0,0,https://twitter.com/LoQuePasaEnNL/status/1803885298964984077#m,,['https://video.twimg.com/ext_tw_video/1803885284926562304/pu/pl/Ff7i4QhWo3hUxZzV.m3u8?tag=12'],,-0.7187327,,,,,,3,0.009685537777841091,0.0034355949610471725,0.006898823194205761,0.9714946746826172,0.004461540374904871,0.004023825284093618
@LoQuePasaEnNL,@QuePasaEnNL ®️,"Jun 20, 2024 · 8:19 PM UTC",ahoranl aminoro la lluvia en bustamante nl,lluvia,103,10,0,0,https://twitter.com/LoQuePasaEnNL/status/1803885298964984077#m,,['https://video.twimg.com/ext_tw_video/1803885284926562304/pu/pl/Ff7i4QhWo3hUxZzV.m3u8?tag=12'],,-0.7187327,,,,,,3,0.009685537777841091,0.0034355949610471725,0.006898823194205761,0.9714946746826172,0.004461540374904871,0.004023825284093618
@LoQuePasaEnNL,@QuePasaEnNL ®️,"Jun 20, 2024 · 11:32 PM UTC",reportan riesgo de desborde del río pesquería en los límites de escobedo y garcía a la altura del libramiento,inundación,90,6,0,0,https://twitter.com/LoQuePasaEnNL/status/1803933993525743940#m,"['https://pbs.twimg.com/media/GQjcaEWakAMtHo4.jpg', 'https://pbs.twimg.com/media/GQjcaEZakAAth0L.jpg']",,,-0.717521913,,,Escobedo,,,2,0.018606245517730713,0.009950513020157814,0.9059954285621643,0.02359022945165634,0.027430519461631775,0.014427078887820244
@LoQuePasaEnNL,@QuePasaEnNL ®️,"Jun 20, 2024 · 11:32 PM UTC",reportan riesgo de desborde del río pesquería en los límites de escobedo y garcía a la altura del libramiento,inundación,102,6,0,0,https://twitter.com/LoQuePasaEnNL/status/1803933993525743940#m,"['https://pbs.twimg.com/media/GQjcaEWakAMtHo4.jpg', 'https://pbs.twimg.com/media/GQjcaEZakAAth0L.jpg']",,,-0.717521913,,,Escobedo,,,2,0.018606245517730713,0.009950513020157814,0.9059954285621643,0.02359022945165634,0.027430519461631775,0.014427078887820244
@LoQuePasaEnNL,@QuePasaEnNL ®️,"Jun 20, 2024 · 11:32 PM UTC",reportan riesgo de desborde del río pesquería en los límites de escobedo y garcía a la altura del libramiento,inundación,99,6,0,0,https://twitter.com/LoQuePasaEnNL/status/1803933993525743940#m,"['https://pbs.twimg.com/media/GQjcaEWakAMtHo4.jpg', 'https://pbs.twimg.com/media/GQjcaEZakAAth0L.jpg']",,,-0.717521913,,,Escobedo,,,2,0.018606245517730713,0.009950513020157814,0.9059954285621643,0.02359022945165634,0.027430519461631775,0.014427078887820244
@rigotzo,Rigotzo78,"Sep 4, 2024 · 9:48 PM UTC",lluvia intensa en zona de céntrito valle en spgg abimaelsalas nelvaldez,lluvia,27,3,0,0,https://twitter.com/rigotzo/status/1831449163017678879#m,,['https://video.twimg.com/ext_tw_video/1831448448886784000/pu/pl/SitfAPPl0WiXZqSF.m3u8?tag=12'],,-0.71750813,,,San Pedro Garza García,zona de céntrito valle,,3,0.009993315674364567,0.0029968798626214266,0.0073836976662278175,0.9725127220153809,0.0036836981307715178,0.0034297588281333447
@elnortelocal,elnortelocal,"Jun 22, 2024 · 7:32 PM UTC",local municipio de escobedo exhorta al infonavit a prestar temporalmente casas a los afectados de la explosión en la colonia san marcos,incendio,11,3,6,2,https://twitter.com/elnortelocal/status/1804598454288597015#m,,,,-0.71514,,,Escobedo,,,1,0.15599295496940613,0.37801820039749146,0.02582700550556183,0.020165132358670235,0.09912479668855667,0.32087191939353943
@CNPC_MX,Coordinación Nacional de Protección Civil,"Jun 20, 2024 · 1:26 AM UTC",boletín siatct no h tormentatropical alberto continúa aproximándose a las costas entre tamaulipas y veracruz acercamiento alertanaranjapeligroalto sureste y centro de san luis potosí sureste centro suroeste y sur de tamaulipas norte de veracruz alertaamarilla peligromedio noreste de guanajuato norte y noreste de hidalgo este sur y centro de nuevo león norte y noreste de puebla noreste y norte de queretaro suroeste noroeste y oeste de san luis potosí centronorte noroeste y norte de tamaulipas centro de veracruz alertaverde peligrobajo sureste de coahuila norte y centro de guanajuato centro sureste sur oeste noroeste y este de hidalgo noreste de jalisco norte de nuevo león centrooeste de puebla centro sur y oeste de queretaro norte y este de tlaxcala sur de veracruz norte sureste y centro de zacatecas alertaazul peligromuybajo este oeste sur centro y norte de aguascalientes norte suroeste centro y centronorte de coahuila sur de zacatecas,lluvia,75,36,1,1,https://twitter.com/CNPC_MX/status/1803600186553319626#m,"['https://pbs.twimg.com/media/GQeszEmbYAA7sGa.jpg', 'https://pbs.twimg.com/media/GQeszEnaIAEMgRm.jpg', 'https://pbs.twimg.com/media/GQeszEkaIAASVWr.jpg', 'https://pbs.twimg.com/media/GQeszEnaoAA8UG_.jpg']",,,-0.712818839,,,,"centro de san luis potosí sureste centro suroeste y sur, norte de veracruz, noreste de guanajuato norte y noreste, sur y centro, noreste de puebla noreste y norte, suroeste noroeste y oeste, norte de tamaulipas centro de veracruz, sureste de coahuila norte y centro, guanajuato centro sureste sur oeste noroeste, jalisco norte de nuevo, puebla centro sur y oeste, tlaxcala sur de veracruz norte sureste y centro, oeste sur centro y norte, norte suroeste centro y centronorte, sur de zacatecas",,3,0.02552233636379242,0.005385780707001686,0.04828407242894173,0.9082264304161072,0.006150420289486647,0.0064309630542993546
@ABCNoticiasMX,ABCNoticias.mx,"Jun 21, 2024 · 7:09 PM UTC",en el ejido miraflores del municipio de güémez elementos de la guardia estatal de tamaulipas rescataron dos personas que habían quedado atrapadas y siete borregos tras el desbordamiento de ríos,inundación,6,3,0,0,https://twitter.com/ABCNoticiasMX/status/1804230155323203800#m,['https://pbs.twimg.com/media/GQnpwlkXkAA0xAh.jpg'],,,-0.7124217,,,,ejido miraflores,,2,0.026251787319779396,0.011509478092193604,0.07268407940864563,0.03725770488381386,0.8096563220024109,0.04264064505696297
@andreaaidej,Andrea Jiménez,"Jun 20, 2024 · 11:18 PM UTC",momento exacto de hace unos minutos donde se desgaja otro pedazo del carril express a la altura de venustiano carranza nelvaldez abimaelsalas hhjimenez horaceroweb,problema vial,1279,208,17,16,https://twitter.com/andreaaidej/status/1803930575075463257#m,,['https://video.twimg.com/amplify_video/1803930514275078147/pl/XByWuNILIh-TmzqO.m3u8?tag=16'],,-0.712268494,,Avenida Venustiano Carranza,,nelvaldez,,5,0.00952896662056446,0.018365759402513504,0.00840758252888918,0.012084961868822575,0.02120698243379593,0.9304057359695435
@andreaaidej,Andrea Jiménez,"Jun 20, 2024 · 11:18 PM UTC",momento exacto de hace unos minutos donde se desgaja otro pedazo del carril express a la altura de venustiano carranza nelvaldez abimaelsalas hhjimenez horaceroweb,problema vial,1407,237,17,18,https://twitter.com/andreaaidej/status/1803930575075463257#m,,['https://video.twimg.com/amplify_video/1803930514275078147/pl/XByWuNILIh-TmzqO.m3u8?tag=16'],,-0.712268494,,Avenida Venustiano Carranza,,nelvaldez,,5,0.00952896662056446,0.018365759402513504,0.00840758252888918,0.012084961868822575,0.02120698243379593,0.9304057359695435
