Usuario,Nombre,Fecha,Texto,Tipo,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs
@CervezaTecate,Cerveza Tecate,"Jun 12, 2024 · 11:50 AM UTC",tecatitalight edición limitada de ml cabe en cualquier día de la semana disponible en autoservicios,no se relaciona,301,16,17,2,https://twitter.com/CervezaTecate/status/1800858273576313303#m,,,
@nelvaldez,Nelson Valdez,"Jun 21, 2024 · 1:30 PM UTC",como en cada cobertura de un ciclón tropical es un mundo de conocimiento y aprendizaje trabajando al lado del maestro y amigo abimaelsalas mi reconocimiento para él y para todas mis compañeras por tan excelente equipazo y por supuesto a toda la población por su confianza,no se relaciona,1774,57,128,14,https://twitter.com/nelvaldez/status/1804144828877541623#m,['https://pbs.twimg.com/media/GQmcKGkXwAA2JsU.jpg'],,
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 8:06 PM UTC",solo acentuar que su caudal hace parada en la presa del cuchillo antes de continuar al bravo,no se relaciona,20,5,5,0,https://twitter.com/AsiEsMonterrey/status/1804244413390164290#m,,,
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 8:04 PM UTC",no está pidiendo ayuda está reprochando el pésimo manejo de la ta de los recursos federales para los desastres naturales,no se relaciona,9,3,2,0,https://twitter.com/AsiEsMonterrey/status/1804244087656321475#m,,,
@MtyFollow,MtyFollow®,"Jun 21, 2024 · 7:42 PM UTC",parece el cerro del topo chico,no se relaciona,610,109,24,8,https://twitter.com/MtyFollow/status/1804238369725026468#m,,['https://video.twimg.com/ext_tw_video/1804238316868345856/pu/vid/avc1/480x848/E8kJ2xhLApaM7Ect.mp4?tag=12'],
@DesdeLaInterna,Insider,"Jun 21, 2024 · 7:03 PM UTC",me está diciendo un mesero que greenday viene a monterrey el de noviembre de y que dicho evento será nada más y nada menos que en el estadio banorte,no se relaciona,2,2,0,0,https://twitter.com/DesdeLaInterna/status/1804228660859150359#m,,,['https://video.twimg.com/tweet_video/GQnoZtcX0AA8Yi0.mp4']
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 5:25 PM UTC",no no es cierto,no se relaciona,3,1,4,0,https://twitter.com/AsiEsMonterrey/status/1804204008472526881#m,,,
@JRPalaciosChapa,𝕁ℝℙ𝕒𝕝𝕒𝕔𝕚𝕠𝕤,"Jun 21, 2024 · 1:20 PM UTC",mi total respeto y reconocimiento a todo el equipo de telediariomty por sus maratónica y excelesa cobertura en relación a la llegada de alberto y todas las inundaciones subsecuentes josuebecerra luiscarlosortiz licmariajulia pamelaalongoria nelvaldez multimediostv,no se relaciona,56,5,6,2,https://twitter.com/JRPalaciosChapa/status/1804142343416688648#m,['https://pbs.twimg.com/media/GQmZ5rgakAAvz_g.jpg'],,
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 2:09 PM UTC",no seas pendejo acá nadie está pidiendo nada a nadie mucho menos a ti pinche mantenido,no se relaciona,94,3,7,0,https://twitter.com/AsiEsMonterrey/status/1804154641728631022#m,,,
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 2:07 PM UTC",el puño eres tú que crees que el cauce es el causa natural y hace más de años que se modificó a uno artificial por favor tantita historia señores no se crean todo lo que ven o leen con los ambientalistas de sillón,no se relaciona,3,0,2,0,https://twitter.com/AsiEsMonterrey/status/1804154195077140738#m,,,
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 2:06 PM UTC",es una lástima que usted no sepa que hace más de años el cauce del río natural se modificó a uno artificial canalizado,no se relaciona,26,3,13,1,https://twitter.com/AsiEsMonterrey/status/1804153928902463831#m,,,
@CdVictoriaTamps,"Ciudad Victoria, Tamaulipas.","Jun 21, 2024 · 2:10 AM UTC",el chorrito hidalgo tamaulipas hoy por la tarde,no se relaciona,146,20,0,0,https://twitter.com/CdVictoriaTamps/status/1803973771495194692#m,['https://pbs.twimg.com/media/GQkAlcJXQAA97pr.jpg'],,
@juliaalopez8,July Lo 🐯⚽️🏆,"Jun 21, 2024 · 4:27 AM UTC",tenemos agua a cambio de un carril express de ave constitución,no se relaciona,40,2,2,0,https://twitter.com/juliaalopez8/status/1804008302738546811#m,['https://pbs.twimg.com/media/GQkf_eUXwAADbAj.jpg'],,
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 4:40 AM UTC",jajaja no mames eres un pinche wanna be ni has de trabajar ogt,no se relaciona,3,0,0,1,https://twitter.com/AsiEsMonterrey/status/1804011431957787110#m,,,
@AsiEsMonterrey,Así Es Monterrey,"Jun 20, 2024 · 2:09 PM UTC",adiós regalo del díadelpadre,no se relaciona,6541,731,59,70,https://twitter.com/AsiEsMonterrey/status/1803792418023588318#m,,['https://video.twimg.com/ext_tw_video/1803792400994746369/pu/vid/avc1/720x830/pwZqwSpCc09Kc6-w.mp4?tag=12'],
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 3:45 AM UTC",ala berly,no se relaciona,10,2,4,0,https://twitter.com/AsiEsMonterrey/status/1803997621305942477#m,,,
@telediariomty,@telediariomty,"Jun 21, 2024 · 2:36 AM UTC",reportan un enorme encharcamiento sobre la avenida paseo de los leones y paseo de cumbres en ambos sentidos mayte villasana,inundación,1548,149,73,58,https://twitter.com/telediariomty/status/1803980378853773381#m,,['https://video.twimg.com/ext_tw_video/1803979842632978433/pu/vid/avc1/848x480/AbR7xgAL8ixAQ4H8.mp4?tag=12'],
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 3:44 AM UTC",oye nooo como así que falta de compromiso el tuyo nelson que descanses amigo,no se relaciona,5,2,0,0,https://twitter.com/AsiEsMonterrey/status/1803997409753682169#m,,,
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 3:27 AM UTC",si notas que en la parte donde va el agua no hay árboles escombro ni basura,no se relaciona,11,2,1,0,https://twitter.com/AsiEsMonterrey/status/1803992991352123793#m,,,
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 3:22 AM UTC",en todos ha pasado porque después del gilberto la canalización se echó al olvido entiendan el río no está debidamente canalizado,no se relaciona,13,1,1,0,https://twitter.com/AsiEsMonterrey/status/1803991735434907936#m,,,
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 3:12 AM UTC",dije se une no se convierte ni leer sabes puñetas,no se relaciona,4,0,1,0,https://twitter.com/AsiEsMonterrey/status/1803989377560805409#m,,,
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 3:11 AM UTC",y china nl es llegando a donde imbécil agarren el mapa uds,no se relaciona,6,2,8,0,https://twitter.com/AsiEsMonterrey/status/1803989207968272690#m,,,
@telediariomty,@telediariomty,"Jun 21, 2024 · 12:11 AM UTC",abimael salas jefe de meteorología habla sobre las probabilidades de lluvia en las próximas horas telediarionocturno con luiscarlosortiz y sandragonzalezc,lluvia,110,12,5,0,https://twitter.com/telediariomty/status/1803943817542013254#m,,['https://video.twimg.com/amplify_video/1803943629788188672/vid/avc1/1280x720/Q66y9OwcMllK2DZy.mp4?tag=14'],
@elnorte,EL NORTE,"Jun 20, 2024 · 11:49 PM UTC",entérate recibe la presa el cuchillo los primeros escurrimientos de la tormenta alberto de acuerdo a pobladores grandes volúmenes de agua están ingresando,lluvia,932,116,6,5,https://twitter.com/elnorte/status/1803938283958816983#m,,['https://video.twimg.com/ext_tw_video/1803937064599044097/pu/vid/avc1/478x850/MUytcD0tFO5JrFph.mp4?tag=12'],
@sonia_coronado,Sonia Coronado,"Jun 20, 2024 · 6:55 PM UTC",aplauso a las cuadrillas de cfecontigo cfemx que en plena tormenta está haciendo lo posible para restablecer la luz,eléctrico,406,51,11,1,https://twitter.com/sonia_coronado/status/1803864281454100959#m,,['https://video.twimg.com/ext_tw_video/1803864228249387008/pu/vid/avc1/540x960/tfd0mheiyAAmt_9S.mp4?tag=12'],
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 8:09 PM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación baja las puentes cristina larralde inundación baja juan pablo ii cristina larralde y san nicolás inundación baja,inundación,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804245277139759122#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 8:09 PM UTC",encharcamientos importantes universidad y lerdo de tejada lopez mateos y fundidores,inundación,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804245219379950025#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 8:08 PM UTC",arroyo la talaverna av c av bonifacio salinas av c trabajadores cetemistas apolo,no se relaciona,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804245147502203127#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 8:08 PM UTC",intensidad de lluvia por región zona poniente moderadconstante zona centro moderadaconstante zona oriente sin lluvia,lluvia,1,0,1,0,https://twitter.com/GobSanNicolas/status/1804245000235929746#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 8:08 PM UTC",san nicolás actualización tormenta tropical alberto hora viernes de junio,lluvia,6,1,1,0,https://twitter.com/GobSanNicolas/status/1804244949396787553#m,['https://pbs.twimg.com/media/GQn3OAOWMAArYlM.jpg'],,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 7:15 PM UTC",encharcamientos importantes universidad y lerdo de tejada lopez mateos y fundidores,inundación,2,0,0,0,https://twitter.com/GobSanNicolas/status/1804231703772172718#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 7:15 PM UTC",por saturación puede comunicarte al permanece informado en medios oficiales ante cualquier emergenciasn alertasn,no se relaciona,1,0,0,0,https://twitter.com/GobSanNicolas/status/1804231698495799780#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 7:15 PM UTC",av universidad tapia a la altura de estación del metro tapia inundación baja arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación baja,inundación,1,0,0,0,https://twitter.com/GobSanNicolas/status/1804231691659071983#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 7:15 PM UTC",av manuel l barragán desde sendero hasta fidel vzz inundación baja av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media,inundación,1,0,0,0,https://twitter.com/GobSanNicolas/status/1804231687980646530#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 7:12 PM UTC",cómo va el arroyo arroyo topo chico universidad cristina larralde cristina larralde juventud cristina larralde las puentes cristina larralde juan pablo ii copan,no se relaciona,1,0,0,0,https://twitter.com/GobSanNicolas/status/1804230939985482188#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 7:12 PM UTC",cierres viales universidad y lerdo de tejada nte sur carriles por encharcamiento sendero y balcones de anáhuacentrada a la ghoner,inundación,1,0,0,0,https://twitter.com/GobSanNicolas/status/1804230847383454005#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 7:11 PM UTC",intensidad de lluvia por región zona poniente sin lluvia zona centro sin lluvia zona oriente sin lluvia,lluvia,0,0,0,0,https://twitter.com/GobSanNicolas/status/1804230785639108876#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 7:11 PM UTC",san nicolás actualización tormenta tropical alberto hora viernes de junio,lluvia,5,1,9,0,https://twitter.com/GobSanNicolas/status/1804230737882923182#m,['https://pbs.twimg.com/media/GQnqSizWoAEnELT.jpg'],,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:19 PM UTC",permanece informado en medios oficiales ante cualquier emergenciasn alertasn,no se relaciona,1,0,0,0,https://twitter.com/GobSanNicolas/status/1804217659346817165#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:19 PM UTC",av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media av universidad tapia a la altura de estación del metro tapia inundación baja arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación baja,inundación,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804217599116337494#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:19 PM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación baja las puentes cristina larralde inundación baja juan pablo ii cristina larralde y san nicolás inundación baja av manuel l barragán desde sendero hasta fidel vzz inundación baja,inundación,4,1,1,0,https://twitter.com/GobSanNicolas/status/1804217525036568863#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:19 PM UTC",encharcamientos importantes universidad y lerdo de tejada lopez mateos y fundidores,inundación,1,0,1,0,https://twitter.com/GobSanNicolas/status/1804217479818023380#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:18 PM UTC",arroyo la talaverna av c av bonifacio salinas av c trabajadores cetemistas apolo,no se relaciona,1,0,1,0,https://twitter.com/GobSanNicolas/status/1804217430912463254#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:18 PM UTC",cómo va el arroyo arroyo topo chico universidad cristina larralde cristina larralde juventud cristina larralde las puentes cristina larralde juan pablo ii copan,no se relaciona,1,0,1,0,https://twitter.com/GobSanNicolas/status/1804217385370427467#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:18 PM UTC",cierres viales universidad y lerdo de tejada nte sur carriles por encharcamiento sendero y balcones de anáhuacentrada a la ghoner,inundación,2,0,1,0,https://twitter.com/GobSanNicolas/status/1804217301115253146#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:18 PM UTC",intensidad de lluvia por región zona poniente moderado zona centro moderado zona oriente moderado,lluvia,1,0,1,0,https://twitter.com/GobSanNicolas/status/1804217254449484192#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:17 PM UTC",san nicolás actualización tormenta tropical alberto hora viernes de junio,lluvia,5,0,1,0,https://twitter.com/GobSanNicolas/status/1804217177064570934#m,['https://pbs.twimg.com/media/GQnd9c4XkAAbpY8.jpg'],,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:11 PM UTC",permanece informado en medios oficiales ante cualquier emergenciasn alertasn,no se relaciona,1,0,0,0,https://twitter.com/GobSanNicolas/status/1804200538793210297#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:11 PM UTC",av universidad tapia a la altura de estación del metro tapia inundación baja arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación baja,inundación,2,2,0,0,https://twitter.com/GobSanNicolas/status/1804200482207903881#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:11 PM UTC",juan pablo ii cristina larralde y san nicolás inundación baja av manuel l barragán desde sendero hasta fidel vzz inundación baja av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media,inundación,2,2,0,0,https://twitter.com/GobSanNicolas/status/1804200406483919136#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:10 PM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación baja las puentes cristina larralde inundación baja,inundación,1,1,0,0,https://twitter.com/GobSanNicolas/status/1804200315941474476#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:10 PM UTC",encharcamientos importantes universidad y lerdo de tejada lopez mateos y fundidores,inundación,3,2,0,0,https://twitter.com/GobSanNicolas/status/1804200251022053884#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:10 PM UTC",arroyo la talaverna av c av bonifacio salinas av c trabajadores cetemistas apolo,no se relaciona,2,2,0,0,https://twitter.com/GobSanNicolas/status/1804200158759878767#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:09 PM UTC",cómo va el arroyo arroyo topo chico universidad cristina larralde cristina larralde juventud cristina larralde las puentes cristina larralde juan pablo ii copan,no se relaciona,5,3,0,0,https://twitter.com/GobSanNicolas/status/1804200071770313043#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:09 PM UTC",cierres viales universidad y lerdo de tejada nte sur carriles por encharcamiento,inundación,2,2,0,0,https://twitter.com/GobSanNicolas/status/1804200011963510963#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:09 PM UTC",intensidad de lluvia por región zona poniente moderado zona centro moderado zona oriente moderado,lluvia,2,2,0,0,https://twitter.com/GobSanNicolas/status/1804199933320249488#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:09 PM UTC",san nicolás actualización tormenta tropical alberto hora viernes de junio,lluvia,22,6,9,0,https://twitter.com/GobSanNicolas/status/1804199876433166475#m,['https://pbs.twimg.com/media/GQnOOHOXYAA7wk9.jpg'],,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:43 PM UTC",permanece informado en medios oficiales ante cualquier emergenciasn alertasn,no se relaciona,0,0,0,0,https://twitter.com/GobSanNicolas/status/1804193334673428705#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:42 PM UTC",av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media av universidad tapia a la altura de estación del metro tapia inundación baja arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación baja,inundación,1,0,1,0,https://twitter.com/GobSanNicolas/status/1804193284513824788#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:42 PM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación baja las puentes cristina larralde inundación baja juan pablo ii cristina larralde y san nicolás inundación baja av manuel l barragán desde sendero hasta fidel vzz inundación baja,inundación,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804193232408187167#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:42 PM UTC",encharcamientos importantes universidad y lerdo de tejada lopez mateos y fundidores,inundación,1,0,1,0,https://twitter.com/GobSanNicolas/status/1804193183607161178#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:42 PM UTC",arroyo la talaverna av c av bonifacio salinas av c trabajadores cetemistas apolo,no se relaciona,0,1,1,0,https://twitter.com/GobSanNicolas/status/1804193134072492284#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:42 PM UTC",cómo va el arroyo arroyo topo chico universidad cristina larralde cristina larralde juventud cristina larralde las puentes cristina larralde juan pablo ii copan,no se relaciona,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804193076878938589#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:41 PM UTC",cierres viales universidad y lerdo de tejada nte sur carriles por encharcamiento,inundación,1,1,0,0,https://twitter.com/GobSanNicolas/status/1804193038417178963#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:41 PM UTC",intensidad de lluvia por región zona poniente moderado zona centro moderado zona oriente moderado,lluvia,0,0,2,0,https://twitter.com/GobSanNicolas/status/1804192985946472456#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:41 PM UTC",san nicolás actualización tormenta tropical alberto hora viernes de junio,lluvia,11,2,1,0,https://twitter.com/GobSanNicolas/status/1804192837069590532#m,['https://pbs.twimg.com/media/GQnH0r9XkAAt1eJ.jpg'],,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:17 PM UTC",permanece informado en medios oficiales ante cualquier emergenciasn alertasn,no se relaciona,0,0,0,0,https://twitter.com/GobSanNicolas/status/1804186878402285602#m,,,
@PortalElPunto,Portal El Punto,"Jun 22, 2024 · 12:16 AM UTC",anuncia colosioriojas evaluación de daños por lluvias y anticipa plan de contingencia vial en mtygob,lluvia,0,1,0,0,https://twitter.com/PortalElPunto/status/1804307470254293226#m,['https://pbs.twimg.com/media/GQowDbtXkAA5Nn_.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 22, 2024 · 12:16 AM UTC",reporta gobsannicolas saldo blanco durante alberto retiran más de toneladas de basura,no se relaciona,0,1,0,0,https://twitter.com/PortalElPunto/status/1804307333872263613#m,['https://pbs.twimg.com/media/GQovmKNWIAArx8I.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 22, 2024 · 12:08 AM UTC",previene gobescobedo con represas daños e inundaciones en colonias,no se relaciona,0,0,0,0,https://twitter.com/PortalElPunto/status/1804305361077146012#m,['https://pbs.twimg.com/media/GQouKThX0AA56p4.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 22, 2024 · 12:05 AM UTC",ofrecen fdzwaldo y judith díaz sus buenos oficios para atender daños de alberto,no se relaciona,0,0,0,0,https://twitter.com/PortalElPunto/status/1804304640583835863#m,['https://pbs.twimg.com/media/GQotgcYXYAARG7R.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 20, 2024 · 10:54 PM UTC",debido a las lluvias el rioramos en allendenl se desborda dejando incomunicados a varios ranchos y comunidades de la zona tormentatropical alberto quedateencasa,inundación,0,1,0,0,https://twitter.com/PortalElPunto/status/1803924420844560639#m,,['https://video.twimg.com/ext_tw_video/1803924349700698113/pu/pl/Oxo6pGgRMQ1MnA3t.m3u8?tag=12'],
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 4:22 PM UTC",te compartimos los números de emergencia evita salir de tu hogar a menos que sea necesario,no se relaciona,9,5,0,0,https://twitter.com/mtygob/status/1804188183548023184#m,['https://pbs.twimg.com/media/GQnDlclXwAYuRnJ.jpg'],,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 11:08 PM UTC",se han emitido notificaciones de desalojo a domicilios con riesgo de deslave en las colonias lomas de montecristo la toscana las jaras la chueca el uro y topo chico,no se relaciona,2,1,0,0,https://twitter.com/mtygob/status/1804290329392144783#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 11:05 PM UTC",cierres viales acceso a carriles exprés de morones prieto desde venustiano carranza pcmty,problema vial,2,1,0,1,https://twitter.com/mtygob/status/1804289670739538324#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 9:25 PM UTC",aquí te compartimos una actualización de actividades aunque las lluvias hayan cesado no bajes la guardia y no salgas si no es necesario los pronósticos de lluvia siguen pcmty,lluvia,27,10,0,0,https://twitter.com/mtygob/status/1804264448020164618#m,,['https://video.twimg.com/ext_tw_video/1804264287151513600/pu/pl/TzmHf4MJTXVjWrJ_.m3u8?tag=12'],
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 8:38 PM UTC",semáforos con falla luis elizondo y ricardo covarrubias morones y españa col del carmen villagómez y madero pablo a gonzález y felipe de jesús matamoros y zaragoza matamoros y zuazua matamoros y dr coss bernardo reyes y colon,eléctrico,0,0,0,0,https://twitter.com/mtygob/status/1804252629368815908#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 8:38 PM UTC",semáforos con falla de abril y libertad de abril y junco de la vega de abril y pirineos de abril y paricutín junco de la vega y pirineos paricutín y libertad rio panuco y luis elizondo simón bolívar y moisés sáenz,eléctrico,0,0,1,0,https://twitter.com/mtygob/status/1804252626651091106#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 8:38 PM UTC",semáforos con falla zuazua y espinosa zaragoza y washington washington y escobedo emilio carranza y washington colon y guerrero caída de estructura rio panuco y palestina hilario martínez y de abril de abril y sinaloa de abril y tepic,eléctrico,0,0,1,0,https://twitter.com/mtygob/status/1804252622947250549#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 8:38 PM UTC",actualización semáforos al momento ya se han reparado intersecciones semaforizadas entre ellos felix u gomez y colón madero y churubusco madero y gonzalitos semáforos con falla zaragoza y espinosa zaragoza y ruperto martínez,eléctrico,5,2,1,0,https://twitter.com/mtygob/status/1804252620137111627#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 8:27 PM UTC",cierres al momento zona centro venustiano carranza y constitución acceso a carril exprés de morones carriles express de av constitución en toda su extensión pcmty sspcmonterrey,problema vial,1,0,0,0,https://twitter.com/mtygob/status/1804249847949672514#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 8:27 PM UTC",cierres al momento zona norte rangel frías y avenida carril nte a sur desgajamiento zona sur sinaloa y pedro martínez garza sada y parque canoas carriles express de av morones prieto en toda su extensión pcmty sspcmonterrey,problema vial,4,2,1,0,https://twitter.com/mtygob/status/1804249729506635791#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 5:51 PM UTC",luis elizondo y ricardo covarrubias morones y españa col del carmen villagómez y madero pablo a gonzález y felipe de jesús matamoros y zaragoza matamoros y zuazua matamoros y dr coss bernardo reyes y colon,no se relaciona,3,0,0,0,https://twitter.com/mtygob/status/1804210477750227273#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 5:37 PM UTC",amsemáforos con fallas venustiano carranza y constitución venustiano carranza y morones prieto,eléctrico,0,0,1,0,https://twitter.com/mtygob/status/1804207029604548687#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 5:37 PM UTC",amsemáforos con fallas de abril y pirineos de abril y paricutín junco de la vega y pirineos paricutín y libertad río pánuco y luis elizondo aramberri y fleteros simón bolívar y moisés sáenz madero y churubusco,eléctrico,0,0,1,0,https://twitter.com/mtygob/status/1804207027289309556#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 5:37 PM UTC",amsemáforos con fallas colón y guerrero por caída de estructura río panuco y palestina hilario martínez y de abril de abril y sinaloa de abril y tepic de abril y libertad de abril y junco de la vega,eléctrico,0,0,1,0,https://twitter.com/mtygob/status/1804207025074901163#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 5:37 PM UTC",amsemáforos con fallas ocampo y emilio carranza madero y valencia madero y gonzalitos madero y aguirre pequeño aztlán y las rocas aztlán y cabezada aztlán y apolo aztlán y esquisto aztlán y hornablendas,eléctrico,0,0,1,0,https://twitter.com/mtygob/status/1804207022054817902#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 5:37 PM UTC",amsemáforos con fallas zuazua y espinosa zuazua y ruperto martínez zaragoza y washington garza sada y alfonso reyes revolución y alfonso reyes washington y escobedo emilio carranza y washington juárez y ocampo,eléctrico,0,0,1,0,https://twitter.com/mtygob/status/1804207020196741401#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 5:37 PM UTC",amsemáforos con fallas edison y colón degollado y colón zaragoza y espinosa zaragoza y ruperto martínez de septiembre y nuevo león de septiembre y san luis dr coss y juan i ramón juan i ramón y zuazua,eléctrico,6,1,1,0,https://twitter.com/mtygob/status/1804207017935913364#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 5:28 PM UTC",la vialidad más complicada es constitución por lo que se sugiere anticipar rutas alternas como colón y washington estamos preparando un plan de movilidad emergente ante el desgajamiento de los carriles exprés de constitución a la altura de revolución y v carranza,problema vial,3,1,0,0,https://twitter.com/mtygob/status/1804204686964088986#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 5:28 PM UTC",actualización cierres viales am morones prieto y zuazua carriles exprés pedro martinez y sinaloa para evitar ingreso al exprés de constitución morones prieto y tlaxcala carriles exprés morones prieto retorno frente al parque españa,problema vial,2,1,1,0,https://twitter.com/mtygob/status/1804204639962780015#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 5:27 PM UTC",cierres viales am garza sada a la altura del parque canoas sur a norte morones prieto frente a chevrolet col sertoma carriles exprés morones prieto y pío x carriles exprés morones prieto y san francisco carriles exprés,problema vial,0,1,1,0,https://twitter.com/mtygob/status/1804204482495992136#m,,,
