Usuario,Nombre,Fecha,Texto,Tipo,Nivel,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs
@revistacodigo21,Jesús Rubén Peña,"Jun 19, 2024 · 11:45 PM UTC",imágenes que hace años no veíamos río santa catarina en monterrey lleva caudal con primeras bandas de tormenta tropical alberto igual arroyos encharcamientos en diferentes puntos pronostican en próximas horas acumulados de lluvias hasta de mm en zonas montañosas,inundación,,652,129,18,2,https://twitter.com/revistacodigo21/status/1803574738591121705#m,,['https://video.twimg.com/ext_tw_video/1803574705074446336/pu/vid/avc1/360x640/IMk2yxd6cpy7uHPr.mp4?tag=12'],
@DarkKnightMty,DarkKnightMty,"Jun 19, 2024 · 6:52 PM UTC",llega la lluvia a monterrey a tener cuidado para que la bendición del agua no se convierta en tragedia sabemos lo frágil de la infraestructura en la ciudad mtyfollow spgg lluvias quepasaensn vivianasanchhez mtyleones revistacodigo,lluvia,,16,4,0,0,https://twitter.com/DarkKnightMty/status/1803501185392836700#m,,,
@revistacodigo21,Jesús Rubén Peña,"Jun 19, 2024 · 6:51 PM UTC",ya se registran en nuevo león y áreas resto de región lluvias ligeras a moderadas por primeras bandas de tormenta tropical alberto precipitaciones en guadalupe san nicolás juárez cadereyta los herrera cerralvo china linares lluvia se generalizará prox horas usnwsb,lluvia,,43,8,4,0,https://twitter.com/revistacodigo21/status/1803500774976266276#m,['https://pbs.twimg.com/media/GQdSZRcXcAAEQU7.jpg'],,
@revistacodigo21,Jesús Rubén Peña,"Jun 19, 2024 · 2:49 AM UTC",ultimahora según servicio meteorológico nacional potencial ciclón uno podría convertirse mañana en tormenta tropical alberto y recurvar a costas del norte de tamaulipas y sur texas sin que disminuyan alertas de lluvias fuertes a intensas en nuevo león y dicha región samuel,lluvia,,133,32,7,0,https://twitter.com/revistacodigo21/status/1803258696392175695#m,,['https://video.twimg.com/ext_tw_video/1803258596752228353/pu/vid/avc1/640x352/FNedx34drj6YSfHz.mp4?tag=12'],
@GMtzBerlanga,G. Martínez Berlanga,"Jun 18, 2024 · 4:40 PM UTC",muy cierto y a propósito de las lluvias torrenciales joluisgarcia mariogameztv cesarmty revistacodigo adrianaesthela mtyfollow,lluvia,,22,7,0,0,https://twitter.com/GMtzBerlanga/status/1803105495001026836#m,['https://pbs.twimg.com/media/GQXq5BaXQAAKO2g.jpg'],,
@revistacodigo21,Jesús Rubén Peña,"Jun 18, 2024 · 6:33 PM UTC",alerta máxima en nuevo león ante potencial ciclón tropical que entrará por costas de tamaulipas precipitaciones son pronosticadas desde tarde del miércoles jueves viernes cuando se amplió suspensión de clases e instalaron albergues también habrá lluvias resto de la semana,lluvia,,12,2,2,0,https://twitter.com/revistacodigo21/status/1803134040528068625#m,"['https://pbs.twimg.com/media/GQYE2cSWQAAL2mR.jpg', 'https://pbs.twimg.com/media/GQYE2hnWcAAlfh7.jpg', 'https://pbs.twimg.com/media/GQYE2swXoAA1NTs.jpg']",,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 3:21 AM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,lluvia,,1296,200,41,21,https://twitter.com/LCAlatorre/status/1803991611027714464#m,,,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 2:44 AM UTC",como medida preventiva ante las lluvias que sigue generando alberto ahora como bajapresión remanente a las h se incrementó la extracción de ms a ms por vertedor controlado en la presa la boca se encuentra al de llenado con ingresos de ms,lluvia,,216,29,6,0,https://twitter.com/LCAlatorre/status/1803982361962385714#m,['https://pbs.twimg.com/media/GQkIZgSakAAqGcK.jpg'],,
@Mty_Leones,Vecino de Cumbres,"Jun 21, 2024 · 2:38 AM UTC",sigue fuerte la lluvia en la zona cumbres si no tiene una urgencia no salga de casa será una noche complicada,lluvia,,228,21,4,0,https://twitter.com/Mty_Leones/status/1803980701139898494#m,,,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 1:25 AM UTC",como medida preventiva ante las lluvias que genera la bajapresión remanente de alberto a las hrs se incrementó la extracción en la presa la boca pasando de ms a ms por vertedor controlado actualmente tiene un de llenado con ingresos de ms,lluvia,,144,29,3,1,https://twitter.com/LCAlatorre/status/1803962421326836063#m,,,
@DarkKnightMty,DarkKnightMty,"Jun 20, 2024 · 8:49 PM UTC",vasconcelos cerrado por inundación frente a plaza tanarah sí ahí donde a pesar de hacer una reparación pluvial nomás no se puede con ese constante problema cada que llueve monterrey spgg alberto,inundación,,470,69,8,0,https://twitter.com/DarkKnightMty/status/1803893063758074073#m,,['https://video.twimg.com/ext_tw_video/1803893046532067328/pu/pl/TCUnPDgEQ2jOJ2PX.m3u8?tag=12'],
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 · 11:15 PM UTC",acumulados se lluvias tamaulipas nuevo león y coahuila grandes diferencias en la distribucion espacial sobre el territorio indudablemente la sierra madre oriental es el factor determinante en la generación de lluvia somosconagua,lluvia,,155,41,7,3,https://twitter.com/LCAlatorre/status/1803929775515537530#m,['https://pbs.twimg.com/media/GQjYklMakAEjpuK.jpg'],,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 · 9:39 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,lluvia,,1787,231,85,19,https://twitter.com/LCAlatorre/status/1803905509847671128#m,['https://pbs.twimg.com/media/GQjCf8FXIAAzruy.jpg'],,
@DarkKnightMty,DarkKnightMty,"Jun 20, 2024 · 9:22 PM UTC",cerrado heberto castillo por inundación por la col viñedos en santa catarina monterrey alberto,inundación,,52,7,0,0,https://twitter.com/DarkKnightMty/status/1803901348729020718#m,,['https://video.twimg.com/ext_tw_video/1803901319255560192/pu/pl/FVy8wzUy5SEEo7iH.m3u8?tag=12'],
@ParqueChipinque,Parque Ecológico Chipinque A.B.P.,"Jun 20, 2024 · 7:55 PM UTC",las fuertes lluvias han impactado significativamente al parque ecológico chipinque les compartimos estas imágenes para puedan ver el estado actual de nuestra reserva natural durante estos eventos climáticos chipinque lluviastropicales tormentaalberto,lluvia,,766,163,8,3,https://twitter.com/ParqueChipinque/status/1803879473215082803#m,,['https://video.twimg.com/ext_tw_video/1803879324493185024/pu/pl/MQavV-t_C1ws8QYh.m3u8?tag=12'],
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 4:13 PM UTC",el monstruo convectivo que se aproxima a la zona metropolitana de monterrey intensa lluvia cerca del mediodía y extendiéndose por varias horas precaución alberto,lluvia,,2444,430,56,40,https://twitter.com/nelvaldez/status/1803823488614232558#m,['https://pbs.twimg.com/media/GQh33yXbQAAkQ_L.jpg'],,
@Mty_Leones,Vecino de Cumbres,"Jun 20, 2024 · 4:29 PM UTC",de nuevo fuerte viento y lluvia en la zona cumbres si no tiene a que salir no lo haga,lluvia,,25,0,1,0,https://twitter.com/Mty_Leones/status/1803827429909164165#m,,,
@cesarmty,César Cepeda,"Jun 21, 2024 · 3:55 AM UTC",ultimahora una familia que estaba atrapada en su vivienda dentro del cañón de la huasteca en santa catarina con riesgo de inundación por las lluvias de alberto fue rescatada por elementos de fuerzacivilnl con el helicóptero blackhawk nuevoleon,inundación,,135,28,8,3,https://twitter.com/cesarmty/status/1804000192766616026#m,,['https://video.twimg.com/ext_tw_video/1803999497535488001/pu/pl/YpXFzWB7u327PEJL.m3u8?tag=12'],
@jesusp2491,@Jesús Padilla,"Jun 21, 2024 · 2:36 AM UTC",en en junio reporteindigo adelantó que la ciclovia y la explanada en el parque la huestaca no era factible por estar en zona hidrológica de alto riesgo las lluvias desapareció estas obras reporta cesarmty no entendieron jesusnavanl y bichara de parquefundidora,lluvia,,73,28,10,0,https://twitter.com/jesusp2491/status/1803980220418109684#m,['https://pbs.twimg.com/media/GQkGc20akAA_tDS.jpg'],,
@cesarmty,César Cepeda,"Jun 21, 2024 · 1:18 AM UTC",importante después de alberto en el golfo de méxico está en proceso de formación otro ciclón de probabilidad y que en caso de que se confirme se llamaría berly y se espera que traiga más lluvias a nuevo león en los próximos días,lluvia,,1475,304,47,58,https://twitter.com/cesarmty/status/1803960626458337550#m,['https://pbs.twimg.com/media/GQj0itAXgAASl0P.jpg'],,
@cesarmty,César Cepeda,"Jun 21, 2024 · 12:17 AM UTC",para los que preguntan por la presa libertad ubicada en montemorelos aydmonterrey calcula que las lluvias por la tormenta alberto y sus escurrimientos provoquen un almacenamiento de millones de mts dos presas la boca que sería un de su capacidad,lluvia,,45,14,3,0,https://twitter.com/cesarmty/status/1803945316959309828#m,['https://pbs.twimg.com/media/GQjmHwKXwAMUwsK.jpg'],,
@cesarmty,César Cepeda,"Jun 20, 2024 · 10:53 PM UTC",con las lluvias de alberto se espera que la presa el cuchillo el principal embalse en nuevo león alcance un almacenamiento de mm llegando casi al por ciento de su capacidad actualmente tiene un de almacenamiento,lluvia,,20,3,3,0,https://twitter.com/cesarmty/status/1803924092682162627#m,['https://pbs.twimg.com/media/GQjS35rXgAAzOEg.jpg'],,
@cesarmty,César Cepeda,"Jun 20, 2024 · 10:41 PM UTC",importante las lluvias de alberto traerán un gran beneficio para las presas de nuevo león y también claro una importante en la recarga en los acuíferos de la zona metropolitana de monterrey en algunas zonas las precipitaciones superaron los mm,lluvia,,17,1,1,0,https://twitter.com/cesarmty/status/1803921231235944801#m,['https://pbs.twimg.com/media/GQjQwcPW0AAV4RK.jpg'],,
@cesarmty,César Cepeda,"Jun 20, 2024 · 10:29 PM UTC",actualizacion el paso de la tormenta tropical alberto por nuevo león dejó fuertes cantidades de agua en el estado pero también inundaciones daños en la infraestructura y lamentablemente pérdidas humanas acá uncon lo último de la información sobre este sistema,inundación,,33,10,5,0,https://twitter.com/cesarmty/status/1803918072203354556#m,['https://pbs.twimg.com/media/GQjNNdRX0AAHLKV.jpg'],,
@cesarmty,César Cepeda,"Jun 20, 2024 · 8:50 PM UTC",importante el tecdemonterrey asegura que hará las adecuaciones necesarias para entregar la casa del tec que sufrió inundaciones por las lluvias de alberto en excelente estado a su ganador nuevoleon monterrey santacatarina,inundación,,36,16,19,2,https://twitter.com/cesarmty/status/1803893154698899705#m,['https://pbs.twimg.com/media/GQi2td_XgAAmRxo.jpg'],,
@cesarmty,César Cepeda,"Jun 20, 2024 · 8:27 PM UTC",importante el inmueble que presenta inundaciones es la casa del tec ubicada en valle poniente en santa catarina nuevo león por las lluvias de la tormenta alberto,inundación,,55,6,6,1,https://twitter.com/cesarmty/status/1803887478191067213#m,,,
@cesarmty,César Cepeda,"Jun 20, 2024 · 7:49 PM UTC",ya no podemos hacer nada es demasiada el agua un vecino se lamenta por la inundación de su casa por las lluvias que trajo el paso de la tormenta tropical alberto por nuevo león,inundación,,675,147,134,25,https://twitter.com/cesarmty/status/1803877845539713182#m,,['https://video.twimg.com/ext_tw_video/1803877473588764674/pu/pl/UCh3jbYanU6zOYKv.m3u8?tag=12'],
@911SanPedro,Rescate 911 San Pedro,"Jun 20, 2024 · 4:53 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio al interior de un domicilio sobre la calle callejón de los arizpe y centaya spgg pcsp,eléctrico,,16,6,0,0,https://twitter.com/911SanPedro/status/1803833595615678527#m,,,
@911SanPedro,Rescate 911 San Pedro,"Jun 20, 2024 · 5:31 AM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio en un árbol y cableado sobre la av ricardo margain y av del roble spgg pcsp,eléctrico,,24,4,2,1,https://twitter.com/911SanPedro/status/1803661815081038257#m,['https://pbs.twimg.com/media/GQfk3NlXwAA-Ebh.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"Jun 20, 2024 · 3:38 AM UTC",precaución sobre la calle sendero de las privanzas nos encontramos atendiendo el reporte de un deslave sobre la carpeta asfáltica en el lugar se realiza un cierre parcial de la vialidad spgg pcsp,inundación,,49,11,1,0,https://twitter.com/911SanPedro/status/1803633421136060835#m,['https://pbs.twimg.com/media/GQfLCdxWQAIUG5L.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"Jun 19, 2024 · 11:16 PM UTC",ante las intensas lluvias que se encuentran presentes en el municipio y zmm toma en cuenta las siguientes recomendaciones spgg pcsp,lluvia,,15,3,0,0,https://twitter.com/911SanPedro/status/1803567498958164410#m,['https://pbs.twimg.com/media/GQePFNyW8AAti6x.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"Jun 19, 2024 · 9:01 PM UTC",tenemos lluvia moderada en distintas zonas del municipioal manejar recuerda respetar el límite de velocidad utilizar el cinturón de seguridad encender las luces principales no cruzar corrientes de agua emergencias c san pedro c nl spgg pcsp,lluvia,,8,5,0,0,https://twitter.com/911SanPedro/status/1803533506150277497#m,,,
@911SanPedro,Rescate 911 San Pedro,"Jun 19, 2024 · 3:04 PM UTC",protección civil san pedro te da las siguientes recomendaciones ante las próximas lluvias c san pedro c nl,lluvia,,79,19,4,2,https://twitter.com/911SanPedro/status/1803443704444690501#m,,['https://video.twimg.com/ext_tw_video/1803443646387097600/pu/pl/TgeT7q1tLCbWX02R.m3u8?tag=12'],
@911SanPedro,Rescate 911 San Pedro,"Jun 18, 2024 · 2:24 AM UTC",precaución sobre blvd diaz ordaz y av corregidora unidades atienden el reporte de un accidente vial en el cual participa un vehículo y el tren spgg pcsp,no se relaciona,,25,7,1,0,https://twitter.com/911SanPedro/status/1802890088482791504#m,['https://pbs.twimg.com/media/GQUm-piXkAE92Dj.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"Jun 17, 2024 · 10:46 PM UTC",precaución sobre la av bosques del valle pteote y bosques de tahiti unidades atienden el reporte de un accidente vial tipo volcadura cerrada la circulación sobre la av bosques del valle spgg pcsp,no se relaciona,,37,8,2,1,https://twitter.com/911SanPedro/status/1802835319080821247#m,['https://pbs.twimg.com/media/GQT1IenXkAAtqbh.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"Jun 17, 2024 · 2:30 AM UTC",precaución sobre blvd diaz ordaz y calle oro unidades atienden el reporte de un fuerte accidente vial con personas lesionadas spgg pcsp,no se relaciona,,7,4,0,0,https://twitter.com/911SanPedro/status/1802529203939602869#m,,,
@911SanPedro,Rescate 911 San Pedro,"Jun 16, 2024 · 12:12 AM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un accidente e incendio de una motocicleta sobre la av lázaro cárdenas y av gómez morin spgg pcsp,eléctrico,,17,5,0,0,https://twitter.com/911SanPedro/status/1802132007926841672#m,['https://pbs.twimg.com/media/GQJ1gvjW0AA_38z.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"Jun 15, 2024 · 8:08 PM UTC",precaución sobre calzada del valle pteote y río támesis unidades atienden el reporte de un accidente vial con personas lesionadas spgg pcsp,no se relaciona,,10,2,0,1,https://twitter.com/911SanPedro/status/1802070647448744191#m,['https://pbs.twimg.com/media/GQI9tEpWYAApDqL.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"Jun 13, 2024 · 6:55 PM UTC",precaución sobre la av valle de san ángel y calle janitzio unidades atienden el reporte de accidente vial tipo volcadura de un camión de volteo unidades trabajando en el lugar vialidad cerrada en ambos sentidos spgg pcsp,no se relaciona,,11,3,0,1,https://twitter.com/911SanPedro/status/1801327615992799403#m,"['https://pbs.twimg.com/media/GP-Z41WXoAAUWRX.jpg', 'https://pbs.twimg.com/media/GP-Z43mW0AApgS9.jpg']",,
@911SanPedro,Rescate 911 San Pedro,"Jun 10, 2024 · 7:01 PM UTC",aviso informativo a corto plazo el sistema meteorológico nacional pronostica lluvias con chubascos y fuertes rachas de viento de a kmh en las próximas horas a hrs es importante estar al pendiente de las redes y fuentes oficiales spgg pcsp,lluvia,,23,9,0,0,https://twitter.com/911SanPedro/status/1800241921400709233#m,['https://pbs.twimg.com/media/GPu-e4uXcAEaqrC.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"Jun 10, 2024 · 3:26 AM UTC",nos encontramos atendiendo el reporte de un incendio en poste y cables de media tensión en corto circuito sobre la calle onix y amatista spgg cpsp,eléctrico,,22,5,3,2,https://twitter.com/911SanPedro/status/1800006714835763413#m,,['https://video.twimg.com/ext_tw_video/1800006695604924416/pu/pl/ManZluO9mpWZjjrr.m3u8?tag=12'],
@911SanPedro,Rescate 911 San Pedro,"Jun 8, 2024 · 8:15 PM UTC",precaución sobre la av morones prieto otepte y av josé vasconcelos unidades atienden el reporte de un accidente vial con personas lesionadas spgg pcsp,no se relaciona,,12,3,0,0,https://twitter.com/911SanPedro/status/1799535810061938804#m,,,
@911SanPedro,Rescate 911 San Pedro,"Jun 7, 2024 · 6:22 PM UTC",aviso informativo a corto plazo el sistema meteorológico nacional pronostica lluvias con chubascos y fuertes rachas de viento en las próximas horas a hrs es importante estar al pendiente de las redes y fuentes oficiales spgg pcsp,lluvia,,32,10,1,0,https://twitter.com/911SanPedro/status/1799144973779996732#m,['https://pbs.twimg.com/media/GPfY0d2WMAAJOU7.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"Jun 7, 2024 · 3:26 AM UTC",actualmente tenemos fuertes ráfagas de viento y lluvia intensa en el municipio y área metropolitana se recomienda tomar precauciones al salir de casa y al conducir estamos atentos a sus reportes c san pedro c nuevo león spgg pcsp,lluvia,,26,5,0,1,https://twitter.com/911SanPedro/status/1798919547183079796#m,,['https://video.twimg.com/ext_tw_video/1798919488085299201/pu/pl/4ITzgU5SY3OsvHVT.m3u8?tag=12'],
@911SanPedro,Rescate 911 San Pedro,"Jun 7, 2024 · 12:21 AM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio en lote baldío sobre la av roberto garza sada otepte y calle ing francisco beltrán spgg pcsp,eléctrico,,22,5,0,0,https://twitter.com/911SanPedro/status/1798872828361457948#m,['https://pbs.twimg.com/media/GPbhTPfacAAwrMT.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"Jun 6, 2024 · 1:36 AM UTC",tenemos lluvia moderada en distintas zonas del municipio al manejar recuerda respetar el límite de velocidad utilizar el cinturón de seguridad encender las luces principales guardar mayor distancia entre vehículos emergencias san pedro spgg pcsp,lluvia,,7,3,0,1,https://twitter.com/911SanPedro/status/1798529431780131281#m,,,
@911SanPedro,Rescate 911 San Pedro,"Jun 5, 2024 · 4:30 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio de vehículo sobre manuel j clouthier y alejandro vi spgg pcsp,eléctrico,,5,1,0,0,https://twitter.com/911SanPedro/status/1798391887671484784#m,,,
@911SanPedro,Rescate 911 San Pedro,"Jun 3, 2024 · 1:25 PM UTC",precaución sobre la av lázaro cárdenas pteote y paseo olga unidades atienden el reporte de un accidente vial tipo volcadura tráfico presente en la zona spgg pcsp,no se relaciona,,12,4,0,0,https://twitter.com/911SanPedro/status/1797620503013929317#m,['https://pbs.twimg.com/media/GPJuUhhXUAA6sqb.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"Jun 2, 2024 · 6:20 PM UTC",precaución sobre la av gómez morin y río pánuco unidades atienden el reporte de un accidente vial con personas lesionadas tráfico presente en la zona spgg pcsp,no se relaciona,,10,3,1,0,https://twitter.com/911SanPedro/status/1797332353527828852#m,,,
@911SanPedro,Rescate 911 San Pedro,"May 29, 2024 · 5:14 AM UTC",nos encontramos en alerta por lluvias intensas se están presentando en el municipio hay que extremar precauciones al salir y reportar cualquier situación de emergencia a los teléfonos c san pedro c nl spgg pcsp,lluvia,,24,9,0,1,https://twitter.com/911SanPedro/status/1795685026597859508#m,,,
@911SanPedro,Rescate 911 San Pedro,"May 28, 2024 · 10:41 PM UTC",precaución sobre la av josé vasconcelos otepte y río bravo unidades atienden el reporte de un accidente vial spgg pcsp,no se relaciona,,5,1,0,0,https://twitter.com/911SanPedro/status/1795586123949109507#m,['https://pbs.twimg.com/media/GOs0EFqW4AAnUmR.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"May 28, 2024 · 9:14 PM UTC",nos encontramos atendiendo junto a bomberosnl pcmty y pcnuevoleon el reporte de un incendio de maleza sobre ambos sentidos del blvd rogelio cantú y anillo periférico en monterrey mty pcsp,eléctrico,,20,6,0,0,https://twitter.com/911SanPedro/status/1795564255204241836#m,"['https://pbs.twimg.com/media/GOsgLIyXoAAzx3Q.jpg', 'https://pbs.twimg.com/media/GOsgLJGWUAA6lJW.jpg']",,
@911SanPedro,Rescate 911 San Pedro,"May 25, 2024 · 4:25 AM UTC",precaución sobre calzada del valle otepte y río tamazunchale unidades brindan atención a una persona lesionada por accidente vial spgg pcsp,no se relaciona,,11,3,0,1,https://twitter.com/911SanPedro/status/1794223304397783268#m,['https://pbs.twimg.com/media/GOZcllfWgAA7mcJ.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"May 21, 2024 · 9:21 PM UTC",precaución sobre la av josé vasconcelos pteote y juan i ramón unidades atienden el reporte de un accidente vial con personas lesionadas spgg pcsp,no se relaciona,,6,2,0,1,https://twitter.com/911SanPedro/status/1793029267002958024#m,['https://pbs.twimg.com/media/GOIelGaXkAAXyQb.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"May 11, 2024 · 5:56 PM UTC",cierre de vialidad debido al fuerte accidente vial se realiza cierre de la av gómez morin norte a sur y general treviño spgg pcsp,no se relaciona,,19,12,0,2,https://twitter.com/911SanPedro/status/1789353873628397641#m,,,
@911SanPedro,Rescate 911 San Pedro,"May 11, 2024 · 5:54 PM UTC",precaución sobre la av gomez morin y av roberto garza sada unidades atienden el reporte de un accidente vial en el cual participan varios vehículos spgg pcsp,no se relaciona,,33,5,0,1,https://twitter.com/911SanPedro/status/1789353279605866960#m,,['https://video.twimg.com/ext_tw_video/1789353255014653952/pu/pl/m-8PPvQlzx0xXwAE.m3u8?tag=12'],
@911SanPedro,Rescate 911 San Pedro,"May 10, 2024 · 7:55 PM UTC",precaución sobre la calle río sena y av humberto lobo unidades atienden el reporte de un accidente vial con personas lesionadas spgg pcsp,no se relaciona,,7,0,0,0,https://twitter.com/911SanPedro/status/1789021563116830994#m,['https://pbs.twimg.com/media/GNPhoRPbcAApgo1.jpg'],,
@911SanPedro,Rescate 911 San Pedro,"May 10, 2024 · 3:37 AM UTC",nos encontramos atendiendo el reporte de un incendio en cableado sobre la calle río navia y rio bravo spgg pcsp,eléctrico,,16,5,0,0,https://twitter.com/911SanPedro/status/1788775458164629867#m,,['https://video.twimg.com/ext_tw_video/1788775444340158465/pu/pl/S8CxWjiszyLoFvlo.m3u8?tag=12'],
@SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,"Jun 21, 2024 · 12:19 AM UTC",también auxiliaron a ciudadanos que necesitaban abrir el paso para trasladar a un familiar al hospital y taparon alcantarillas que fueron abiertas por las fuertes corrientes de agua que trajo la lluvia,lluvia,,2,0,0,0,https://twitter.com/SSPCMonterrey/status/1803945917369688384#m,"['https://pbs.twimg.com/media/GQjnQJuW0AIAN2R.jpg', 'https://pbs.twimg.com/media/GQjnQK8WAAA7v9x.jpg']",,
@SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,"Jun 20, 2024 · 6:40 PM UTC",se cierran los carriles exprés de la avenida constitución a la altura de venustiano carranza por un desborde del río santa catarina que ha provocado el desgajamiento en esa área,inundación,,28,12,1,1,https://twitter.com/SSPCMonterrey/status/1803860563669246372#m,"['https://pbs.twimg.com/media/GQiZn2NW8AMOnF3.jpg', 'https://pbs.twimg.com/media/GQiZn2YXgAAMU_V.jpg']",,
@SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,"Jun 20, 2024 · 2:54 AM UTC",en los carriles exprés de morones prieto a la altura de revolución se realiza el cierre vial de manera preventiva la dirección de vialidad y tránsito de monterrey sigue con el monitoreo de los puntos de alto riesgo a causa de las lluvias que se registran en la ciudad,lluvia,,15,5,0,0,https://twitter.com/SSPCMonterrey/status/1803622408194011219#m,"['https://pbs.twimg.com/media/GQfBBaGWYAACU5J.jpg', 'https://pbs.twimg.com/media/GQfBBbJXgAAlg6r.jpg']",,
@SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,"Jun 19, 2024 · 8:49 PM UTC",debido a la presencia de lluvias en la ciudad aquí te dejamos algunas recomendaciones para conducir de manera segura sobre pavimento mojado recuerda evitar conducir sobre calles inundadas y evitar pasos a desnivel,lluvia,,3,0,0,0,https://twitter.com/SSPCMonterrey/status/1803530643965345958#m,['https://pbs.twimg.com/media/GQdtj0eWcAA_Kqb.jpg'],,
@SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,"Jun 18, 2024 · 12:32 AM UTC",ante el pronóstico de lluvias en la ciudad maneja con precaución y sigue las siguientes recomendaciones la seguridad vial debe ser tu responsabilidad tu familia te espera en casa,lluvia,,6,3,0,0,https://twitter.com/SSPCMonterrey/status/1802861938453746082#m,"['https://pbs.twimg.com/media/GQUNXGAXAAEaJr6.jpg', 'https://pbs.twimg.com/media/GQUNXGXW0AEPl_L.jpg', 'https://pbs.twimg.com/media/GQUNXIQWAAA7fuE.jpg', 'https://pbs.twimg.com/media/GQUNXGYWIAAohMC.jpg']",,
@SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,"Jun 6, 2024 · 9:05 PM UTC",los compañeros de policía de proximidad dulce estrella manrique guel jonathan hernández pacheco y patricio lara hernández fueron reconocidos y recibieron un estímulo económico de ellos rescataron una persona de un incendio y una oficial ayudó a una mujer en labores de parto,eléctrico,,4,0,0,0,https://twitter.com/SSPCMonterrey/status/1798823428193210552#m,"['https://pbs.twimg.com/media/GPa0V7iaEAAEoKM.jpg', 'https://pbs.twimg.com/media/GPa0V9VbsAAqmEg.jpg']",,
@rayelizalder,Ray Elizalde,"May 30, 2024 · 11:47 PM UTC",actualización afortunadamente descartan muertes controla protección civil de nuevo león y bomberos de diversas corporaciones incendio en autopista a saltillo señalan hay dos heridos y al momento no reportan fallecidos tras el reporte de un evento carretero donde las,eléctrico,,42,10,4,1,https://twitter.com/rayelizalder/status/1796327721582080325#m,,['https://video.twimg.com/amplify_video/1796327650408992768/pl/rWB1hc7Itsv5vzcq.m3u8?tag=14'],
@Angel_MedellinN,Angel Medellín Reportero,"Jun 20, 2024 · 7:11 PM UTC",ciudadano graba inundación en la avenida vía tampico y constituyentes de nuevo león arualsanpedrogg juliocesarcano pcnuevoleon rayelizalder tormentaalberto tormentatropicalalberto,inundación,,31,8,0,1,https://twitter.com/Angel_MedellinN/status/1803868262603853988#m,,['https://video.twimg.com/ext_tw_video/1803868208887402498/pu/pl/UOaIDPeqiGhK3fa7.m3u8?tag=12'],
@Angel_MedellinN,Angel Medellín Reportero,"Jun 19, 2024 · 3:34 AM UTC",continúa la movilización en avenida chocolate y libramiento tras accidente de trailer con el tren escobedo accidente nmasmonterrey arualsanpedrogg rayelizalder,no se relaciona,,5,4,0,0,https://twitter.com/Angel_MedellinN/status/1803270004143485281#m,['https://pbs.twimg.com/media/GQaAgzpXUAAU5oq.jpg'],,
@joluisgarcia,José Luis García C,"Jun 18, 2024 · 1:40 AM UTC",leo muchas opiniones divididas con el tema de suspensión de clases por lluvias en nl ustedes qué piensan,lluvia,,23,9,51,4,https://twitter.com/joluisgarcia/status/1802879044762861572#m,,,
@Informativo3651,Informativo365,"Jun 20, 2024 · 10:11 PM UTC",fonda lascomadre fue arrastrada por la corriente del río ramos en allendenl se informó que días antes de las lluvias sacaron los utensilios y herramientas del lugar acuérdense que los daños materiales son reemplazables no se arriesguen por andar de curiosos,inundación,,24,10,1,0,https://twitter.com/Informativo3651/status/1803913663067152422#m,['https://pbs.twimg.com/media/GQjJ0PUW8AAcLxx.jpg'],,
