Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Tipo
@PortalElPunto,Portal El Punto,"Jun 20, 2024 · 9:17 PM UTC",así luce el interior inundado de la casasorteotec con valor de más de mdp esto por las lluvias de tormentatropical alberto quedateencasa,1,0,0,0,https://twitter.com/PortalElPunto/status/1803899896925196493#m,,['https://video.twimg.com/ext_tw_video/1803899691093897216/pu/pl/M1MGGXwb2kKtxblA.m3u8?tag=12'],,inundación
@PortalElPunto,Portal El Punto,"Jun 20, 2024 · 8:42 PM UTC",realiza transito de mtygob cierres viales por lluvias,0,0,0,0,https://twitter.com/PortalElPunto/status/1803891301709983911#m,['https://pbs.twimg.com/media/GQi1ihTW0AAC3YG.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 20, 2024 · 3:12 PM UTC",reportan usuarios de redes sociales la creciente de caída de agua proveniente de la zona de la huasteca en santa catarina qué se conduce por el río del mismo nombre por las lluvias de tormentatropical alberto,0,0,0,0,https://twitter.com/PortalElPunto/status/1803808239156351092#m,,['https://video.twimg.com/ext_tw_video/1803808081530236928/pu/pl/fqS3we90fUbhzpOM.m3u8?tag=12'],,lluvia
@PortalElPunto,Portal El Punto,"Jun 20, 2024 · 5:49 AM UTC",brindan apoyo a ciudadanos varados por las lluvias oficiales de la policía de mtygob por instrucción del alcalde colosioriojas brindaron apoyo a ciudadanos que se encontraba varados frente a la alameda mariano escobedo ante la cancelación del transporte urbano,2,0,0,0,https://twitter.com/PortalElPunto/status/1803666508901491155#m,,['https://video.twimg.com/ext_tw_video/1803666459928743936/pu/pl/lRSrKnVELXG0WmB7.m3u8?tag=12'],,lluvia
@PortalElPunto,Portal El Punto,"Jun 20, 2024 · 5:47 AM UTC",realiza pcmty el cierre del vado ubicado en constitución y la calle padre mier debido a inundaciones en la zona por las lluvias de tormentatropical alberto,0,0,0,0,https://twitter.com/PortalElPunto/status/1803666055073595424#m,,['https://video.twimg.com/ext_tw_video/1803595021477695488/pu/pl/Tyhdt7aXKb5OGB6g.m3u8?tag=12'],,inundación
@PortalElPunto,Portal El Punto,"Jun 20, 2024 · 4:50 AM UTC",se mantiene gobescobedo vigilante ante lluvias,0,0,0,0,https://twitter.com/PortalElPunto/status/1803651613493448884#m,['https://pbs.twimg.com/media/GQfblONXYAE2EAC.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 20, 2024 · 4:39 AM UTC",se mantiene gobsannicolas alerta por presencia de lluvias danielcarrillo lilyolivaresc nancyolguin mauroguerranl chaledelafuente,4,2,0,0,https://twitter.com/PortalElPunto/status/1803648797148405944#m,['https://pbs.twimg.com/media/GQfX--gXAAACQvc.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 20, 2024 · 4:07 AM UTC",despliega mtygob toda su fuerza operativa y tecnológica ante fuertes lluvias colosioriojas,0,0,0,0,https://twitter.com/PortalElPunto/status/1803640812808417287#m,['https://pbs.twimg.com/media/GQfRwQkWUAAW7Ka.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 20, 2024 · 4:05 AM UTC",despliegan operativo preventivo ante lluvias en municipiodegpe,0,0,0,0,https://twitter.com/PortalElPunto/status/1803640410230722804#m,['https://pbs.twimg.com/media/GQfRYZgXkAEAq3S.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 18, 2024 · 12:02 AM UTC",se alista apodacaoficial ante llegada de fuertes lluvias,0,0,0,0,https://twitter.com/PortalElPunto/status/1802854482797097459#m,['https://pbs.twimg.com/media/GQUGlmmWIAEoF9Y.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 17, 2024 · 11:47 PM UTC",se declara gobescobedo listo ante la llegada de fuertes lluvias,0,0,0,0,https://twitter.com/PortalElPunto/status/1802850658552295875#m,['https://pbs.twimg.com/media/GQUDHhhWgAA9Fac.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 17, 2024 · 11:41 PM UTC",se alista gobsannicolas ante pronostico de lluvias danielcarrillo lilyolivaresc nancyolguinsn chaledelafuente mauroguerranl,12,4,1,0,https://twitter.com/PortalElPunto/status/1802849009901654356#m,['https://pbs.twimg.com/media/GQUBnhgXMAAzSQ8.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 17, 2024 · 11:29 PM UTC",activa municipiodegpe operativo preventivo ante lluvias,3,0,0,0,https://twitter.com/PortalElPunto/status/1802846154465706238#m,['https://pbs.twimg.com/media/GQT_BRpXIAAHGKa.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 17, 2024 · 1:25 AM UTC",activa mtygob su consejo municipal de protección civil ante pronóstico de lluvias colosioriojas,0,0,0,0,https://twitter.com/PortalElPunto/status/1802512987481088483#m,['https://pbs.twimg.com/media/GQPQAghWcAAvmN0.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 17, 2024 · 1:21 AM UTC",se prepara apodacaoficial ante llegada de fuertes lluvias y advierte a la ciudadanía sobre riesgos,0,0,0,0,https://twitter.com/PortalElPunto/status/1802511743442125144#m,['https://pbs.twimg.com/media/GQPO4ApXsAEfscU.jpg'],,,lluvia
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 2:51 AM UTC",cierres a la vialidad por inundaciones zona centro aramberri y de noviembre debido a postes de cfe derribados,8,1,0,0,https://twitter.com/mtygob/status/1803984066896891927#m,,,,inundación
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 2:51 AM UTC",cierres a la vialidad por inundaciones zona centro conchello y san nicolas ruiz cortines y conchello constitución carriles ordinarios y dr coss constitución carriles ordinarios y padre mier carriles express de las avenidas moroes prieto y constitución,12,2,2,0,https://twitter.com/mtygob/status/1803984061037449586#m,,,,inundación
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 2:51 AM UTC",cierres a la vialidad por inundaciones hasta el momento zona norte rodrigo gomez y próceres diaz ordaz y aaron saenz clouthier y aaron saenz almazan y zaragoza por desgaje del cerro,5,0,3,0,https://twitter.com/mtygob/status/1803984056599875602#m,,,,inundación
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 2:51 AM UTC",cierres a la vialidad por inundaciones hasta el momento zona sur camino al mirador y lazaro cardenas parque canoas antiguo camino a villa de santiago y avenida la hacienda antiguo camino a villa de santiago y santa anita,89,17,1,0,https://twitter.com/mtygob/status/1803983994243158135#m,,,,inundación
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 7:51 PM UTC",al corte de las pm así va el nivel actual de las presas en nuevo león tras las fuertes lluvias que ocasionó alberto fuente dr luis carlos alatorre director general del organismo de cuenca rio bravo de la conagua,51,16,10,4,https://twitter.com/ABCNoticiasMX/status/1803878338974581057#m,['https://pbs.twimg.com/media/GQipyP8WAAAj5hk.jpg'],,,lluvia
@MauroMoralesMtz,Mauro Morales,"Jun 19, 2024 · 2:35 PM UTC",imagen de radar actual muestra las lluvias avanzando sobre texas girando por efecto del ciclón hacia nl llegarán en las siguientes horas atento,425,57,8,1,https://twitter.com/MauroMoralesMtz/status/1803436494335648124#m,['https://pbs.twimg.com/media/GQcX7qPbwAAgr6q.jpg'],,,lluvia
@gaby_lozoyag,Gaby Lozoya,"Jun 19, 2024 · 12:23 PM UTC",las lluvias comenzarán a partir del mediodía para monterrey se espera llegue a tocar tierra las primeras horas del jueves por el sur de tamaulipas su amplia nubosidad mantiene lluvias para todo el noreste,204,23,17,0,https://twitter.com/gaby_lozoyag/status/1803403234263834646#m,['https://pbs.twimg.com/media/GQb5rwfWsAAgx2W.jpg'],,,lluvia
@ZyntiaVanegas,Zyntia Vanegas,"Jun 19, 2024 · 12:26 PM UTC",en que municipio se encuentran aquí el nivel de riesgo que existe ante las lluvias canal y sky vix,74,7,15,0,https://twitter.com/ZyntiaVanegas/status/1803403901720211680#m,['https://pbs.twimg.com/media/GQb6SglXwAARM5L.jpg'],,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 18, 2024 · 8:33 PM UTC",almomento uanl anuncia clases en línea frente a racha de días lluviosos mañana miércoles se prevé que inicien las lluvias en nuestra entidad y es posible que se registren encharcamientos e inundaciones,11,4,2,0,https://twitter.com/ABCNoticiasMX/status/1803164090933620860#m,,,,inundación
@joluisgarcia,José Luis García C,"Jun 18, 2024 · 1:40 AM UTC",leo muchas opiniones divididas con el tema de suspensión de clases por lluvias en nl ustedes qué piensan,23,9,51,4,https://twitter.com/joluisgarcia/status/1802879044762861572#m,,,,lluvia
@ZyntiaVanegas,Zyntia Vanegas,"Jun 17, 2024 · 1:42 PM UTC",así las condiciones de lluvia para los próximos días,119,7,3,0,https://twitter.com/ZyntiaVanegas/status/1802698243601531318#m,['https://pbs.twimg.com/media/GQR4f5GWkAADYqe.jpg'],,,lluvia
@visionmty1,visionmty,"Jun 21, 2024 · 5:45 PM UTC",actualización vialidades cerradas por inundación,2,0,0,0,https://twitter.com/visionmty1/status/1804209074504110319#m,"['https://pbs.twimg.com/media/GQnWj0BW0AAqp4r.jpg', 'https://pbs.twimg.com/media/GQnWj0BXoAE2h43.jpg', 'https://pbs.twimg.com/media/GQnWj0BWoAAVOhh.jpg', 'https://pbs.twimg.com/media/GQnWjz_WcAAbOri.jpg']",,,inundación
@visionmty1,visionmty,"Jun 21, 2024 · 2:49 PM UTC",rebasa presa la boca el de capacidad aumentan extracción con las lluvias y escurrimientos que se presentan la presa de la boca ya llegó al de su capacidad por lo que la conaguamx determinó duplicar la cantidad de desfogue de agua detalle,2,0,0,0,https://twitter.com/visionmty1/status/1804164739481670000#m,"['https://pbs.twimg.com/media/GQmuPn4XsAAM9Cr.jpg', 'https://pbs.twimg.com/media/GQmuPn4W8AAp0kT.jpg', 'https://pbs.twimg.com/media/GQmuPn3W8AA3UrF.jpg']",,,lluvia
@visionmty1,visionmty,"Jun 20, 2024 · 10:11 PM UTC",entregaremos la casa en excelente estado tec de mty el tec de mty emitió un comunicado luego de que se diera a conocer en rrss la inundación que sufrió la casa diáfana premio principal del sorteo que tendría verificativo dentro de unos dias detalles,2,4,1,0,https://twitter.com/visionmty1/status/1803913492908445884#m,"['https://pbs.twimg.com/media/GQjJsZfXIAAREAm.jpg', 'https://pbs.twimg.com/media/GQjJwOdWYAAwEYn.jpg', 'https://pbs.twimg.com/media/GQjJwOoWMAABM97.jpg', 'https://pbs.twimg.com/media/GQjJwOzWwAAExVS.jpg']",,,inundación
@visionmty1,visionmty,"Jun 20, 2024 · 8:31 PM UTC",cae arbol en vivienda las fuertes lluvias registradas en las últimas horas así como el viento provocaron que un árbol cayera sobre un automóvil y una vivienda impidiendo la entrada o salida de sus propietarios detalles,0,0,0,0,https://twitter.com/visionmty1/status/1803888453240668293#m,"['https://pbs.twimg.com/media/GQiy8sPXcAE-dii.jpg', 'https://pbs.twimg.com/media/GQiy8sRXoAAxwHA.jpg']",,,lluvia
@visionmty1,visionmty,"Jun 20, 2024 · 6:57 PM UTC",se inunda la casa diáfana del sorteo tec la casa del sorteo tec cuyo costo oscila en los millones de pesos se inundó esta mañana tras las fuertes y constantes lluvias registradas en el estado a consecuencia de la tormenta alberto detalles,22,7,2,1,https://twitter.com/visionmty1/status/1803864793666691479#m,,['https://video.twimg.com/ext_tw_video/1803864710250442752/pu/pl/GB1nApZ62NpRP06E.m3u8?tag=12'],,lluvia
@visionmty1,visionmty,"Jun 20, 2024 · 3:52 PM UTC",se desborda rio santa catarina abriran compuertas de la boca las constantes lluvias registradas por la tormenta alberto ya ha provocado al desborde del rio santa catarina y ha provocado el cierre de varios tramos de la avenida morones prieto detalles,1,1,0,0,https://twitter.com/visionmty1/status/1803818190281089404#m,['https://pbs.twimg.com/media/GQhzEzLWcAErcsK.jpg'],,,inundación
@visionmty1,visionmty,"Jun 20, 2024 · 4:24 AM UTC",establece samuel toque de queda el gobernador de nuevo león samuel garcía anunció esta noche lo que bien podría catalogarse como toque de queda ante las lluvias esperadas para esta noche y mañana del jueves detalles,2,3,0,0,https://twitter.com/visionmty1/status/1803645005354979472#m,,['https://video.twimg.com/ext_tw_video/1803644975785111552/pu/pl/35cJ-o0Mj6BERvA3.m3u8?tag=12'],,lluvia
@visionmty1,visionmty,"Jun 20, 2024 · 3:00 AM UTC",se registra derrumbe en la carretera libre a laredo como consecuencia de las intensas lluvias registradas este miércoles se registró un derrumbe a la altura del kilómetro de la carretera libre a laredo a la altura del municipio de sabinas hidalgo,0,1,0,0,https://twitter.com/visionmty1/status/1803623848891277459#m,"['https://pbs.twimg.com/media/GQfCUP9XsAAunUB.jpg', 'https://pbs.twimg.com/media/GQfCUQBXgAAIo1i.jpg']",,,lluvia
@visionmty1,visionmty,"Jun 20, 2024 · 1:53 AM UTC",no acatan indicaciones en garcia a pesar de las recomendaciones hechas por diferentes medios para evitar ponerse en riesgo y no obstante el fallecimiento de menores a causa de las lluvias otros menores fueron vistos en el arroyo de la col urbivilla en el municipio de garcía,1,0,0,0,https://twitter.com/visionmty1/status/1803607133801345080#m,['https://pbs.twimg.com/media/GQezIAsWoAAbcPh.jpg'],,,lluvia
@visionmty1,visionmty,"Jun 20, 2024 · 1:39 AM UTC",se incrementa a el numero de fallecidos por lluvia dos menores de edad fallecieron electrocutados esta tarde en allende luego de que pasearan en bicicletas por la calle y al tocar un cable que sostenia un poste recibieron una descarga eléctrica mas,0,0,0,0,https://twitter.com/visionmty1/status/1803603573957107923#m,['https://pbs.twimg.com/media/GQevueYXoAA7srU.jpg'],,,eléctrico
@visionmty1,visionmty,"Jun 20, 2024 · 12:54 AM UTC",guarderías del imss si abrirán mañana jueves a pesar de los pronósticos de lluvia para este miércoles y el resto del fin de semana las guarderías del imss en la entidad si laborarán de manera normal detalle,0,0,0,0,https://twitter.com/visionmty1/status/1803592139697234052#m,,,,lluvia
@visionmty1,visionmty,"Jun 20, 2024 · 12:25 AM UTC",mas rutas de camiones anuncian suspensión de operaciones más rutas de transporte urbano anunciaron la suspensión de su servicio a partir de las pm debido a las lluvias registradas en todo el estado se recomienda tomar alternativas y las precauciones necesarias,1,1,0,0,https://twitter.com/visionmty1/status/1803584830476517838#m,['https://pbs.twimg.com/media/GQeez6uWsAAUivO.jpg'],,,lluvia
@visionmty1,visionmty,"Jun 20, 2024 · 12:09 AM UTC",cerrarán oficinas de agua y drenaje la paraestatal agua y drenaje de monterrey dio a conocer que sus oficinas comerciales permanecerán cerradas el día de mañana an te la presencia de las lluvias sin embargo los pagos podrán hacerlo por medio de la aplicación,0,0,0,0,https://twitter.com/visionmty1/status/1803580834672173379#m,['https://pbs.twimg.com/media/GQebJAGWgAA6bg2.jpg'],,,lluvia
@visionmty1,visionmty,"Jun 19, 2024 · 7:39 PM UTC",comienzan las lluvias en nuevo leon ante la llegada de la tormenta tropical alberto y los pronósticos ya dados en días anteriores comienzan las lluvias en diferentes partes del estado pcnuevoleon dio algunas recomendaciones nota completa,0,0,0,0,https://twitter.com/visionmty1/status/1803512970107846938#m,['https://pbs.twimg.com/media/GQddT_gWMAAQWXN.jpg'],,,lluvia
@visionmty1,visionmty,"Jun 10, 2024 · 3:29 PM UTC",atónitos energía contaminación agua para dónde vamos por stibaliz ruizurquijo estamos ante contingencias de todo contaminación agua apagones y la verdad tenemos que cuidar de nosotros mismos columna completa,0,0,0,0,https://twitter.com/visionmty1/status/1800188599843119323#m,['https://pbs.twimg.com/media/GPuN-2QXQAAPtE5.jpg'],,,no se relaciona
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 6:26 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,235,36,14,6,https://twitter.com/LCAlatorre/status/1804219252544880998#m,,,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 3:23 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,930,116,28,19,https://twitter.com/LCAlatorre/status/1804173253503602807#m,,,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 3:22 PM UTC",corte de lluvias de las hrs del día miércoles de junio a las hrs del viernes de junio registradas en las estaciones automáticas del ocrb somosconagua,71,13,5,0,https://twitter.com/LCAlatorre/status/1804172967913382150#m,['https://pbs.twimg.com/media/GQm1wNQakAYsMVF.jpg'],,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 12:35 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,1538,228,35,29,https://twitter.com/LCAlatorre/status/1804131100735717819#m,,,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 3:21 AM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,1503,220,44,21,https://twitter.com/LCAlatorre/status/1803991611027714464#m,,,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 2:44 AM UTC",como medida preventiva ante las lluvias que sigue generando alberto ahora como bajapresión remanente a las h se incrementó la extracción de ms a ms por vertedor controlado en la presa la boca se encuentra al de llenado con ingresos de ms,248,33,7,0,https://twitter.com/LCAlatorre/status/1803982361962385714#m,['https://pbs.twimg.com/media/GQkIZgSakAAqGcK.jpg'],,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 1:25 AM UTC",como medida preventiva ante las lluvias que genera la bajapresión remanente de alberto a las hrs se incrementó la extracción en la presa la boca pasando de ms a ms por vertedor controlado actualmente tiene un de llenado con ingresos de ms,160,29,3,1,https://twitter.com/LCAlatorre/status/1803962421326836063#m,,,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 12:28 AM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,1131,165,38,14,https://twitter.com/LCAlatorre/status/1803947949983989973#m,['https://pbs.twimg.com/media/GQjpGb5akAE4gki.jpg'],,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 · 11:15 PM UTC",acumulados se lluvias tamaulipas nuevo león y coahuila grandes diferencias en la distribucion espacial sobre el territorio indudablemente la sierra madre oriental es el factor determinante en la generación de lluvia somosconagua,196,47,8,3,https://twitter.com/LCAlatorre/status/1803929775515537530#m,['https://pbs.twimg.com/media/GQjYklMakAEjpuK.jpg'],,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 · 9:39 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,1849,234,86,19,https://twitter.com/LCAlatorre/status/1803905509847671128#m,['https://pbs.twimg.com/media/GQjCf8FXIAAzruy.jpg'],,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 · 7:05 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,533,100,41,3,https://twitter.com/LCAlatorre/status/1803866743389196299#m,,,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 · 5:46 PM UTC",equipo de emergencia de conagua apoyando con bombeo para mitigar los efectos de encharcamientos e inundaciones en diferentes partes de la zmm somosconagua,123,21,3,0,https://twitter.com/LCAlatorre/status/1803846933456253127#m,,['https://video.twimg.com/ext_tw_video/1803846879400153088/pu/pl/ryBW0o4ZgDJwYHMe.m3u8?tag=12'],,inundación
@Conagua_OCRB,Conagua OCRB Mty,"Jun 20, 2024 · 2:29 PM UTC",corte de lluvias de las hrs del día miércoles de junio a las hrs del jueves de junio registradas en las estaciones automáticas del ocrb,221,55,4,4,https://twitter.com/Conagua_OCRB/status/1803797371366621418#m,['https://pbs.twimg.com/media/GQhgJZVWMAA7qbG.jpg'],,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 19, 2024 · 7:25 PM UTC",se observan chubascos y lluvias fuertes en la imagen de radar de esta tarde en regiones de nuevoleón y tamaulipas,47,3,0,0,https://twitter.com/LCAlatorre/status/1803509553243496770#m,['https://pbs.twimg.com/media/GQdaYQPXQAAh_H9.jpg'],,,lluvia
@conagua_clima,CONAGUA Clima,"Jun 19, 2024 · 2:05 PM UTC",se prevén lluvias torrenciales en coahuila hidalgo nuevoleón puebla querétaro sanluispotosí tamaulipas y veracruz más información en,209,52,6,2,https://twitter.com/conagua_clima/status/1803428910815911980#m,,,['https://video.twimg.com/tweet_video/GQcRBnKaIAIbRUJ.mp4'],lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 19, 2024 · 1:33 PM UTC",hoy inicia el pronóstico de lluvias junio pendientes presa la boca namo lluvias esc almacenamiento mm presa cerro prieto esc almacenamiento mm presa el cuchillo esc almacenamiento mm,298,76,10,6,https://twitter.com/LCAlatorre/status/1803420886902432101#m,,,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 19, 2024 · 1:00 PM UTC",aviso potencial ciclón tropical uno junio am nota empieza la jornadas de lluvias generalizadas a partir de la tarde de hoy pendientes y atentos somosconagua ocrb,19,4,0,0,https://twitter.com/LCAlatorre/status/1803412423090561492#m,['https://pbs.twimg.com/media/GQcCCpAXIAAVhiX.jpg'],,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 18, 2024 · 6:28 PM UTC",el potencialciclóntropical uno se localiza km al oestenoroeste de celestún yucatán y a km al estesureste de la pesca tamaulipas sus bandas nubosas mantendrán lluvias de intensas a torrenciales mayor información ensmnconaguagobmxespronos,15,3,0,0,https://twitter.com/LCAlatorre/status/1803132579018834364#m,['https://pbs.twimg.com/media/GQYDhPtaIAEFBr7.jpg'],,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 18, 2024 · 2:11 PM UTC",para hoy se prevén lluvias intensas en campeche chiapas oaxaca puebla quintanaroo tamaulipas veracruz y yucatán más información en gobmxconaguaprensa,7,1,0,0,https://twitter.com/LCAlatorre/status/1803068106425647142#m,['https://pbs.twimg.com/media/GQXI4yGWAAEgfQ0.jpg'],,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 18, 2024 · 1:20 PM UTC",registren estos niveles a ver como terminamos después de las lluvias tan esperadas presa la boca namo lluvias esc alm mm presa cerro prieto esc alm mm presa el cuchillo esc alm mm,578,171,35,5,https://twitter.com/LCAlatorre/status/1803055222891192427#m,,,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 17, 2024 · 1:19 PM UTC",buen díaanimo dependemos de un ciclón presa la boca namo lluvias esc almacenamiento mm presa cerro prieto esc almacenamiento mm presa el cuchillo esc almacenamiento mm datos a las,111,23,13,2,https://twitter.com/LCAlatorre/status/1802692651210215871#m,,,,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 21, 2024 · 5:20 PM UTC",aprovecha samuel recuento de daños para pedir al congreso que voten el presupuesto el gobernador dijo que así los municipios tendrían recursos para su reconstrucción hará llegar de nuevo el presupuesto el lunes mtyfollow lluvias alberto identidadnlcom,2,1,1,0,https://twitter.com/IdentidadNL/status/1804202721794281953#m,['https://pbs.twimg.com/media/GQnPLjAX0AArJik.jpg'],,,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 8:13 PM UTC",adiós a la casa del tec la residencia que seria el primer premio del popular sorteo con valor de millones de pesos fue afectada seriamente por las lluvias sorteotec alberto tormentatropical monterrey mtyfollow identidadnlcom,4,0,0,1,https://twitter.com/IdentidadNL/status/1803883881348894876#m,,['https://video.twimg.com/ext_tw_video/1803883825514024961/pu/pl/FI1gOzEOUYUOOqJU.m3u8?tag=12'],,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 7:33 PM UTC",rescatan a personas de la alianza elementos de fuerza civil llevaron a un albergue a habitantes de la colonia la alianza que estaban en riesgo en su domicilio fuerzacivil refugio laalianza tormentatropical lluvias alberto mtyfollow identidadnlcom,3,0,0,0,https://twitter.com/IdentidadNL/status/1803873829132915158#m,"['https://pbs.twimg.com/media/GQilJVyWsAAf3oC.jpg', 'https://pbs.twimg.com/media/GQilLxCWkAABiJ4.jpg', 'https://pbs.twimg.com/media/GQilOxDWYAA1GSe.jpg', 'https://pbs.twimg.com/media/GQilQHCWMAAafhu.jpg']",,,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 2:22 AM UTC",lluvias dos menores de años de edad perdieron la vida mientras jugaban en sus bicicletas bajo la lluvia y tocaron unos cables eléctricos en el municipio de allende mtyfollow qepd albert tormentatropical identidadnlcom,3,1,0,0,https://twitter.com/IdentidadNL/status/1803614339514941907#m,['https://pbs.twimg.com/media/GQe5rvHXoAAnk-l.jpg'],,,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 19, 2024 · 6:34 PM UTC",llegan las lluvias a nuevo león las primeras precipitaciones del potencial ciclón ya se registran en la zona del municipio de linares lluvia ciclon nuevoleón precaución mtyfollow identidadnlcom,2,1,0,0,https://twitter.com/IdentidadNL/status/1803496668694016253#m,,['https://video.twimg.com/ext_tw_video/1803496635034411008/pu/pl/eurPLfMLa1m7Ayu1.m3u8?tag=12'],,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 19, 2024 · 2:01 PM UTC",alerta hoy llegan las lluvias a nuevo león el gobernador samuel garcía anunció que se esperan lluvias intensas para las de la tarde gracias al potencial ciclón que se forma en el golfo samuelgarcias ayd saludnl lluvias tormenta mtyfollow identidadnlcom,2,1,0,0,https://twitter.com/IdentidadNL/status/1803427996176371971#m,['https://pbs.twimg.com/media/GQcPVC3WMAAn5TP.jpg'],,,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 17, 2024 · 10:29 PM UTC",dentro de las previsiones por la llegada de fuertes lluvias al estado samuel garcía anunció que se cancelarán las clases y algunos trabajos últimahora lluvias huracán sequía mtyfollow identidadnlcom,3,2,0,0,https://twitter.com/IdentidadNL/status/1802830834266960222#m,['https://pbs.twimg.com/media/GQTwt1vXkAAI_DK.jpg'],,,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 17, 2024 · 7:47 PM UTC",esta tarde el gobernador samuelgarcias anunciará los planes del estado ante la inminente llegada de fuertes lluvias para la próxima semana lluvias huracán nuevoleón mtyfollow identidadnlcom,6,1,1,0,https://twitter.com/IdentidadNL/status/1802790240748491109#m,,['https://video.twimg.com/ext_tw_video/1802790209639063552/pu/pl/fD5UDJj_KsS0dXv9.m3u8?tag=12'],,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 15, 2024 · 6:32 AM UTC",así se alejó claudia sheinbaum de lugar donde sus elementos de avanzada chocaron a un vehículo resultando una persona sin vida y una más con lesiones de consideración claudia amlo monclova pastadeconchos qepd accidente identidasnlcom video funesta,0,0,0,0,https://twitter.com/IdentidadNL/status/1801865318987415811#m,,['https://video.twimg.com/ext_tw_video/1801863037961351168/pu/pl/U3b2dDLBprkuKn5K.m3u8?tag=12'],,no se relaciona
